0,1,2,3,4,5,6,7,8,9
,,,,,Positive Predictive Value,,,,
Target,,,,,Spearman Correlation,,,Binomial test,
,Mann-Whitney U,,,,,,,,
,sense,anti-sense,both,sense,anti-sense,both,sense,anti-sense,both
WNV,100%,100%,100%,0%,0%,0%,100%,100%,100%
HCoV-SARS,50%,33%,50%,0%,0%,0%,50%,100%,100%
EV18,92%,95%,91%,92%,100%,96%,95%,100%,96%
LASV,0%,0%,0%,0%,0%,0%,0%,0%,100%†
ZEBOV,100%,100%,100%,0%,0%,0%,100%,100%,100%
VSV,100%,100%,100%,0%,0%,0%,100%,100%,100%
HAdV-4,48%,74%,32%,0%,100%,0%,85%,89%,73%
FLUA H1N1,99%,96%,95%,100%,100%,100%,100%,100%,97%
HSV-1,83%,100%,71%,0%,0%,0%,63%,100%,54%
Average,75%,77%,71%,21%,33%,22%,77%,88%,91%
Correct top ranked,8/9,8/9,8/9,2/9,3/9,2/9,8/9,8/9,9/9
predictions,,,,,,,,,
