0,1,2,3,4
,,,,Reference Genes for Human Cartilage Endplate
Table 4. Overall,ranking of,twelve candidate reference genes.,,
Rank,Total,Modic type I changes,Modic type II changes,Modic type III changes
1,SDHA,SDHA,SDHA,SDHA
geometric mean,1.26,1.26,1.26,1.44
2,B2M,LDHA,B2M,LDHA
geometric mean,2.76,1.26,2.62,1.82
3,LDHA,IPO8,TBP,B2M
geometric mean,2.88,4.16,2.80,3.63
4,GUSB,B2M,GUSB,TBP
geometric mean,4.64,4.58,3.91,4.31
5,TBP,GUSB,LDHA,GUSB
geometric mean,4.76,4.82,5.04,4.31
6,ACTB,HMBS,ACTB,IPO8
geometric mean,5.24,5.59,5.94,6.00
7,IPO8,GAPDH,GAPDH,HMBS
geometric mean,5.52,6.87,6.26,6.46
8,GAPDH,TBP,HPRT1,GAPDH
geometric mean,5.65,7.40,6.87,7.00
9,HMBS,ACTB,IPO8,ACTB
geometric mean,7.96,7.83,7.11,7.61
10,HPRT1,HPRT1,HMBS,18S
geometric mean,10.32,9.17,9.28,8.43
11,18S,18S,18S,HPRT1
geometric mean,10.97,10.97,10.59,10.29
12,RPL13A,RPL13A,RPL13A,RPL13A
geometric mean,11.66,11.66,11.66,12.00
doi:10.1371/journal.pone.0088892.t004,,,,
