0,1,2,3,4,5,6,7,8,9,10
,Table 2. Seasonal vaccine uptake among ILI cases included in the seasonal vaccine effectiveness analysis.,,,,,,,,,
,Epidemicstudyperiod,,,,,,Post-epidemicstudyperiod,,,
,,,Vaccinated for,,,,,Vaccinated for,,
Age,Total,Total,,,,Total,Total,,,
group,described,vaccinated,.3 weeks,Unknown,#3 weeks,described,vaccinated,.3 weeks,Unknown,#3 weeks
6 m–4 y,1123,18,12,1,5,54,3,3,0,0
5–14,3447,73,43,2,28,100,4,4,0,0
15–24,1571,48,38,2,8,59,3,3,0,0
25–34,1020,34,21,4,9,83,6,5,0,1
35–49,1205,95,69,6,20,145,24,20,1,3
50–64,486,95,72,4,19,76,21,20,0,1
65–69,57,23,18,1,4,11,3,2,1,0
70–74,36,23,14,1,8,11,8,8,0,0
$75,65,48,40,0,8,15,11,9,1,1
Total,9010,457,327,21,109,554,83,74,3,6
