0,1,2,3,4,5,6,7
,,Table 1: Isolation of viruses (monoinfection versus coinfection) in children with ARIs.,,,,,
,,,Monoinfection,,,Coinfection,
Viruses,Total,,,,,,
,,2–6 mo,>6–12 mo,>12–60 mo,2–6 mo,>6–12 mo,>12–60 mo
,,,Acute URI (percentage) (𝑁 = 106),,,,
RSV,18 (17),3 (2.8),7 (6.6),4 (3.8),0,1 (0.9),3 (2.8)
RSVA,13 (12.3),2 (1.9),5 (4.7),3 (2.8),0,1 (0.9),2 (1.9)
RSVB,5 (4.7),1 (0.9),2 (1.9),1 (0.9),0,0,1 (0.9)
ADV,20 (18.9),0,2 (1.9),7 (6.6),1 (0.9),2 (1.9),8 (7.6)
RV,33 (31.1),3 (2.8),8 (7.6),11 (10.4),1 (0.9),6 (5.7),4 (3.8)
IFV,18 (17),1 (0.9),4 (3.8),6 (5.7),0,3 (2.8),4 (3.8)
IFVA,15 (14.2),1 (0.9),3 (2.8),5 (4.7),0,3 (2.8),3 (2.8)
IFVB,3 (2.8),0,1 (0.9),1 (0.9),0,0,1 (0.9)
hMPV,6 (5.7),0,1 (0.9),3 (2.8),0,0,2 (1.9)
hBoV,4 (3.8),0,0,2 (1.9),0,1 (0.9),1 (0.9)
PIV,7 (6.6),0,1 (0.9),2 (1.9),0,2 (1.9),2 (1.9)
PIV1,2 (1.9),0,0,0 (0.9),0,1 (0.9),1 (0.9)
PIV2,0,0,0,0,0,0,0
PIV3,5 (4.7),0,1 (0.9),2 (0.9),0,1 (0.9),1 (0.9)
PIV4,0,0,0,0,0,0,0
