0,1,2,3,4,5,6
,,,,Table 1. Cont.,,
,,Length in Random,,,,
Aptamer,Target,,Kd (nM),Diagnostic Mode,Sensitivity,"Speciﬁcity
Refs."
,,Region (mer),,,,
,,,,Infectious Diseases,,
,,,,Dot blot,,
,,,,,1.28 HAU,100% (n = 5 avian inﬂuenza
Sequence (2),HA protein (H5N1),74,4.65,(streptavidin-alkaline,,[67]
,,,,,(hemagglutinating unit),virus subtypes)
,,,,phosphatase),,
,Leishmania promastigote,,,,,
LmWC-25R and,,,,Aptamer-magnetic bead,,
,and hydrophilic surface,36,ns.,,100 ng (parasite protein),"ns.
[68]"
LmHSP-7b/11R,,,,sandwich assay (HRP),,
,protein (HSP),,,,,
,Truncated murine prion,,,Target-induced,,
4C6,,45,20,,13.0 nmol/L,"ns.
[69,70]"
,protein (H-MoPrP90´231),,,dissociation,,
,Plasmodium falciparum,,,,,
,,,,Direct binding,,
2008s,lactate dehydrogenase,35,42–59,,57 ng/mL,"No human LDH recognition
[71]"
,,,,(AuNP-labeled),,
,(PfLDH),,,,,
,,,,Cardiovascular Diseases,,
,,,,Target-induced,,
Myo040-7-27,Myoglobin,40,4.93,,10 pm,"ns.
[72]"
,,,,dissociation (RuHex),,
,,,,Target-induced,,
Hcy8,L-homocysteine,60,600,,0.5 µM,"100% (n = 3 amino acids)
[73]"
,,,,dissociation (AuNP),,
,,,,ns.: non-speciﬁed.,,
