0,1,2,3,4,5,6,7,8,9
,BCoV RNA was not detected in any of,,,the blood sam-,,and rectal,temperature appeared more than a week later,,
ples analyzed.,,,,,,than the peak shedding.,,,
,Table 2 Key clinical signs and treatment during an experiment with BCoV infected calves,,,,,,,,
Animal,Calf,Peak,,Number of days with,,,Peak clinical,Days with,Day of
group,no.,rta (°C),,,,,score,clinical,treatment
,,,depression,diarrheab,nasal,respiratory,,,
,,,,,,,,score >6,initiationd
,,,,,dischargec,rate ≥65,,,
Field,F1,"40,3",0,3,1,0,5,0,−1
,F2,"39,8",3,2,1,0,8,2,3
,F3,"40,1",2,0,7,0,7,1,−5e
,F4,"40,6",1,0,4,1,7,2,2
,F5,"39,7",2,13,1,2,6,0,-
,F6,"39,2",1,0,4,0,5,0,-
Exposed,E1,"39,5",7,0,2,3,7,1,-
,E2,"39,8",4,1,7,1,8,3,7
,E3,"40,2",8,1,19,2,9,5,5 and 18
,E4,"39,9",6,1,8,0,8,4,-
Sentinel,S1,"39,2",1,4,3,0,5,0,-
,S2,"39,4",2,0,3,0,4,0,-
,"The calves were exposed to BCoV in the field (F1-6), were exposed to F-animals (E1-4) or exposed to E-animals (S1-2). aPeak rectal temperature (rt) bRunny to",,,,,,,,
