0,1,2,3,4,5,6,7
,,Method of simultaneously detecting multi-respiratory pathogens,,,,,
Table 2. Validation of melting curve analysis assay with clinical samples,,,,,,,
,,"Melting curve, n",,,"Assay performance, %",,
Pathogen,CMs,,,,,,"Agreement, Kappa value"
,,+,-,Consistency,Sensitivity,Specificity,
IFV-A,+,4,0,100,100,100,1.000 (P < 0.001)
,-,0,380,,,,
IFV-B,+,3,0,100,100,100,1.000 (P < 0.001)
,-,0,381,,,,
hRSV,+,21,0,98.4,77.8,100,0.867 (P < 0.001)
,-,6,357,,,,
PIV-1,+,3,0,100,100,100,1.000 (P < 0.001)
,-,0,381,,,,
PIV-2,+,1,0,100,100,100,1.000 (P < 0.001)
,-,0,383,,,,
PIV-3,+,8,0,100,100,100,1.000 (P < 0.001)
,-,0,376,,,,
hCov229E,+,0,0,-,-,-,-
,-,0,384,,,,
hRV,+,11,0,99.5,84.6,100,0.914 (P < 0.001)
,-,2,371,,,,
hMPV,+,4,0,100,100,100,1.000 (P < 0.001)
,-,0,380,,,,
Adv,+,8,0,99.7,88.9,100,0.940 (P < 0.001)
,-,1,375,,,,
hBov,+,3,0,100,100,100,1.000 (P < 0.001)
,-,0,381,,,,
BP,+,5,0,99.7,83.3,100,0.908 (P < 0.001)
,-,1,378,,,,
CP,+,3,0,100,100,100,1.000 (P < 0.001)
,-,0,381,,,,
LP,+,1,0,100,100,100,1.000 (P < 0.001)
,-,0,380,,,,
MP,+,6,0,99.5,75.0,100,0.855 (P < 0.001)
,-,2,376,,,,
"CM, conventional method; +, positive; -, negative.",,,,,,,
