0,1,2,3,4,5,6,7,8
,,,,,,,,Figures 1 and 2.
Table 1 (abstract P276). Overtriage (%),,,,,,,,
,,,,Overtriage,,,,
,2005,2006,2007,2008,2009,2010,2011,
Other,3.03,2.47,5.30,4.95,4.06,4.58,4.17,
Cardiac,13.23,15.30,27.06,23.72,19.28,19.17,20.14,
Drunk,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Poisoning,10.19,18.92,17.91,8.47,8.85,15.20,11.81,
Oncological,0.00,2.78,1.05,1.03,3.03,2.47,0.00,
Neurologic,9.97,10.05,15.59,15.18,14.57,13.32,13.32,
Not identifi ed,13.03,13.15,11.84,11.07,10.33,11.79,7.23,
Mental,1.30,0.41,2.09,2.34,2.30,1.27,2.35,
Respiratory,10.67,10.89,22.09,18.63,16.29,18.23,14.12,
,,,,,,,,Figure 1 (abstract P277). Hospital evacuation.
Trauma,12.97,12.68,10.42,8.59,6.78,7.74,7.56,
Table 2 (abstract P276). Undertriage (%),,,,,,,,
,,,,Undertriage,,,,
,2005,2006,2007,2008,2009,2010,2011,
Other,1.01,0.77,2.87,1.66,1.44,1.48,1.31,
Cardiac,2.16,1.44,1.64,1.60,2.15,1.60,1.14,
Drunk,0.00,1.89,0.00,0.00,0.00,0.00,0.00,
Poisoning,8.33,0.00,0.00,1.69,0.00,1.60,0.00,
Oncological,95.74,0.56,0.00,1.03,3.03,2.47,0.00,
Neurologic,2.42,2.32,2.96,3.67,3.05,1.40,2.46,
Not identifi ed,1.72,2.13,1.87,2.20,2.04,2.74,3.50,
Mental,1.74,0.83,1.05,1.17,0.00,0.42,0.39,
Respiratory,2.30,4.16,3.76,3.75,2.57,2.72,2.46,
,,,,,,,,Figure 2 (abstract P277). Emergency service taking care of patients
,,,,,,,,during evacuation.
Trauma,1.07,0.92,1.50,1.41,1.36,1.31,1.46,
