0,1,2,3,4
"Table 3. Table describing species with published results describing virus isolation, molecular evidence,",,,,
,or seroconversion to species in Family Reoviridae.,,,
,,Virus Isolation/,,
Genus,Virus,,Serologic Evidence,Ref(s)
,,Molecular Evidence,,
,Taï Forest reovirus,Chaerephon,,
Coltivirus,,,,[127]
,(TFRV),aloysiisabaudiae,,
,Bukakata (BUKV),Rousettus aegyptiacus,,[129]
,Elsey virus (PHSV),,Pteropus spp.,[131]
,,"Nycteris nana, Nycteris",,
,Fomede (FOMV),,,"[52,132–134]"
,,gambiensis,,
Orbivirus,,,,
,Heramatsu virus,Myotis macrodactylus,,"[135,136]"
,Ife (IFEV),Eidolon helvum,,"[137,138]"
,Japanaut (JAPV),Syconycteris crassa,,"[139,140]"
,Matucare virus,,Genera Myotis and,
,,,,[141]
,(MATV),,Noctilio,
