0,1,2,3,4
"Toxins 2015, 7",,,,
,Table 1. The neutralizing effect of MAb combinations.,,,
Toxin,MAb number a,Fold enhancement b,In vivo/in vitro,Reference
,3,"20,000",in vivo,[22]
,2–4,100,in vivo,[8]
,2–5,"10,000 c",in vivo,[23]
,2–4,>100,in vivo,[24]
Botulinum A,2,<10,in vivo,[25]
,2,1,in vitro,[26]
,2,40,in vivo,[27]
,7,150,in vivo,[16]
,2 d,166,in vivo,[28]
,2–4,No e,in vivo,[29]
Botulinum B,2–3,30,in vivo,[30]
,2–7,10,in vivo,[16]
Botulinum E,8,400,in vivo,[16]
Difficile A,2,~2,in vitro,[31]
,2,1.5,in vitro,[32]
Ricin,3,7.5 f,in vivo,[33]
,2,~2,in vitro,[34]
,2–3,1,in vivo,[35]
,2,No e,in vivo,[36]
Pertussis toxin,2,>10,in vivo,[37]
,2,4,in vitro,[38]
,2,>1.5,in vivo,[39]
,2–3,10–100,in vivo,[40]
,2,1,in vitro,[41]
,2,1,in vivo,[42]
,2,~10,in vivo,[43]
Anthrax,2,7,in vivo,[44]
,3,Delay death,in vivo,[45]
,2,>2 g,in vitro,[46]
,2,~10,in vivo,[47]
,2,"1.7, 3.8 h",in vitro,[48]
,2,<10,in vivo,[49]
SEB,,,,
,2,>10,in vivo,[50]
,2–4,20,in vivo,[51]
Tetanus,2,<10,in vivo,[52]
,2,3,in vivo,[53]
PLY,2–3,>5,in vivo,[54]
Scorpion Aha venom,2,<10,in vivo,[55]
,a:  Number  of  MAbs  in  the  evaluated  cocktail.  b:  Values  are  estimated  as  indicated  in  the  text.  A  value  of,,,
