0,1,2,3,4,5,6
,Table 1. Classifications and Lists of Nationally Notifiable Infectious Diseases by “Law for Control and Prevention of Infectious Diseases” in the,,,,,
,"Republic of Korea (announced on December 30, 2010)",,,,,
,,,,,,Designated contagious
,Category I,Category II,Category III,Category IV,Category V,
,,,,,,diseases
Character,Water or food born,Vaccine preventable,Intermittent outbreak,Emerging or imported,Parasite Diseases,Outbreak monitoring and
,outbreak,diseases,possibility,,Periodic surveillance,surveillance needed
,Immediate control,National immunization,Monitoring and control,,needed,
,measure needed,program,measure needed,,,
Diseases,Cholera,Diphtheria,Malaria,Plague,Ascariasis,Hepatitis C
,Typhoid fever,Pertussis,Tuberculosis,Yellow fever,Trichuriasis,Hand-foot-mouth disease
,Paratyphoid fever,Tetanus,Hansen disease,Dengue fever,Enterobiasis,Gonorrhea
,Shigellosis,Measles,Scarlet fever,Viral hemorrhagic fever,Clonorchiasis,Chlamydiosis
,Enterohemorrhagic,Mumps,Meningococcal,"(Marburg fever, Lassa",Paragonimiasis,Chancroid
,"E
.
 
coli",Rubella,meningoencephalitis,"fever, Ebola fever, etc.)",Intestinal trematodiasis,Genital herpes simplex
,Hepatitis A,Polio,Legionellosis,Small pox,,Condyloma acuminatum
,,Hepatitis B,"V
i
b
r
i
o
 
vulnificus sepsis",Botulism,,VRSA infections
,,Japanese encephalitis,Typhus fever,SARS,,VRE infections
,,Chicken pox,Murine typhus,Avian influenza,,MRSA infections
,,,Tsutsugamushi disease,New H1N1 influenza,,MRPA infections
,,,Leptospirosis,Tularemia,,MRAB infections
,,,Brucellosis,Q fever,,CRE infections
,,,Anthrax,West Nile fever,,Enteric infectious diseases*
,,,Rabies,Newly emerging,,Acute respiratory infectious
,,,Hemorrhagic fever with,infectious diseases,,diseases†
,,,renal syndrome,syndrome,,Imported parasitic diseases‡
,,,Influenza,Lyme disease,,Enterovirus infectious
,,,AIDS,Tick-borne encephalitis,,diseases
,,,Syphilis,Melioidosis,,
,,,CJD or vCJD,Chikungunya fever,,
Reporting,,,,,,
,Immediate,Immediate,Immediate,Immediate,Within 7 days,Within 7 days
time,,,,,,
