0,1,2,3,4,5,6,7,8
TABLE 6 | MIC and MBC values of phenolic extracts of J. rigida needles from different regions against bacteria.,,,,,,,,
,Bacteria,,,,Gram negative,,,Gram positive
,,,S. typhimurium,S. enteritidis,S. paratyphi,K. pneumoniae,"P
. aeruginosa",L. monocytogenes
Origin (mg/ml),,S1,"MIC
5",10,0.3125,10,0.3125,0.3125
,,,"MBC
5",10,0.3125,10,0.3125,0.625
,,S2,"MIC
5",5,0.3125,10,0.3125,0.15
,,,"MBC
5",5,0.3125,10,0.625,0.15
,,S3,"MIC
1.25",5,0.3125,5,0.3125,0.3125
,,,"MBC
2.5",5,5,5,0.625,0.625
,,S4,"MIC
2.5",10,0.625,10,0.625,0.625
,,,"MBC
2.5",10,0.625,10,1.25,1.25
,,S5,"MIC
1.25",1.25,0.3125,10,0.3125,0.3125
,,,"MBC
1.25",1.25,0.3125,10,0.625,0.3125
,,S6,"MIC
10",10,0.3125,10,0.3125,0.3125
,,,"MBC
10",10,1.25,10,0.3125,0.3125
,,S7,"MIC
2.5",10,0.625,10,0.625,0.625
,,,"MBC
2.5",10,1.25,10,0.625,0.625
,,S8,"MIC
2.5",2.5,0.3125,2.5,0.3125,0.3125
,,,"MBC
2.5",2.5,0.625,2.5,0.3125,0.3125
,,S9,"MIC
10",5,1.25,5,0.3125,0.3125
,,,"MBC
10",5,1.25,5,0.3125,0.625
,,S10,"MIC
5",5,0.3125,2.5,0.3125,0.3125
,,,"MBC
5",5,0.3125,2.5,0.3125,0.3125
,,S11,"MIC
5",1.25,0.625,5,0.3125,0.3125
,,,"MBC
5",1.25,0.625,5,0.625,0.625
Positive control,(µg/ml),Penicillin,"MIC
2.5",10,10,10,1.25,1.25
,,,"MBC
2.5",10,10,10,1.25,1.25
,,Tetracycline,"MIC
1.25",2.5,2.5,1.25,0.625,1.25
,,,"MBC
2.5",5,5,2.5,1.25,2.5
,,Chloramphenicol,"MIC
2.5",2.5,1.25,1.25,2.5,2.5
,,,"MBC
5",2.5,2.5,1.25,5,5
