0,1,2,3,4
,,Table 1. Cont.,,
Antibody,Company *,Target,Indication,"Source 
Approval *"
Tositumomab,,,Non-Hodgkin follicular,
,Corixa Corp and GlaxoSmithKline,CD20,,"Mouse Ig- 131I 
FDA 2003"
(Bexxar®),,,lymphoma,
Trastuzumab,Genentech Inc.,ErbB2,,FDA 1998
,,,Breast cancer,HUMANIZED
(Herceptin®),(ROCHE),(HER2/neu),,EMEA 2000
Tremelimumab o,,,,
,,,Melanoma/small cell lung,
Ticilimumab,Pfizer,CD152 (CTLA-4),,"HUMAN 
Clinical trials"
,,,cancer/prostate cancer,
"(CP-675,206)",,,,
Tucotuzumab,,,,HUMANIZED- celmoleukin
,EMD pharmaceuticals,EpCAM,Several tumors,Clinical trials
celmoleukin,,,,(IL-2)
,,,,Phase I clinical trials
Tuvirumab,PDL (Protein Design Labs) BioPharma,Hepatitis B virus,Chronic hepatitis B,HUMAN
,,,,in 2001
,,E coli Shiga like,,
,,,Diarrhoea by Escherichia coli,
Urtoxazumab,TMA-15 TEIJIN,toxin II B (STEC,,"HUMANIZED 
Phase II Clinical trials"
,,,(serotype O121),
,,O-157 infection),,
Ustekinumab,,P40 from IL-12,,FDA 2009
,J&J,,"Psoriasis, multiple sclerosis",HUMAN
(Stelara®),,and IL-23,,EMEA 2008
,,Vascular,,
,(HUVAP) Biotie Therapies (VAP-1 fully human) Turku-Finland,,,
Vapaliximab,,adhesion protein,Inflammation,"CHIMERIC (mouse/human) 
Phase I (2002)"
,,(VAP-1),,
,,,Ulcerative colitis and Crohn’s,
Vedolizumab,Millennium Pharmaceuticals,Integrin α4β7,,"HUMANIZED 
Clinical trials"
,,,disease,
Veltuzumab,"Immunomedics, Inc",CD20,Non-Hodking´s lymphoma,"HUMANIZED 
Clinical trials"
