0,1,2,3,4
level of anxiety at both; the obvious and hidden category.,,,,
,able 2. Distribution of different levels of anxiety in participants in study (n=152),,,
Genera Of Anxiety,,Obvious Anxiety,Hidden Anxiety,Total
Low,Number,27,26,53
,Percentage,17.8%,17.1%,17.4%
Under Intermediate,Number,55,68,123
,Percentage,36.2%,44.7%,40.4%
Upper Intermediate,Number,54,48,101
,Percentage,35.5%,31.6%,33.2%
Rather Severe,Number,13,9,21
,Percentage,8.6%,5.9%,6.9%
Severe,Number,3,1,4
,Percentage,1.9%,0.7%,1.3%
