0,1,2,3,4,5
,,,,No. of samples PCR-,
,,,,positive/No. of samples,
,,,,tested,
Bat species,Location collected,Year collected,Spleen,,Faeces
,Panjalu district,2010,0/26,,NT***
,Lima Puluh Kota district,2011,2/20,,NT
Pteropus vampyrus,,,,,
,Surabaya district,2012,0/3,,2/3
,Magelang district,2012,1/20,,7/19
,Popayato district,2011,0/4,,NT
,Paguyaman district,2011,1/23,,NT
,Paguyaman district,2012,0/2,,0/2
Pteropus sp.*,,,,,
,Paguyaman district,2013,0/10,,0/8
,Soppeng district,2014,0/7,,0/7
,Sidrap district,2014,0/15,,0/15
,Paguyaman district,2012,0/18,,0/18
Acerodon celebensis,,,,,
,Paguyaman district,2013,0/18,,0/7
Dobsonia sp.**,Paguyaman district,2012,0/17,,0/17
Total,,,4/183,,9/96
