0,1,2,3,4,5,6,7
Total no. of,1114,3660,2094,534,492,381,159
travel-related,,,,,,,
diagnoses,,,,,,,
1,Latent TB,Chronic diarrhea,Acute diarrhea‡,Malaria,Chronic diarrhea,Acute diarrhea‡,PI-IBS
,229 (27.7),252 (8.1),154 (8.5),34 (7.7),47 (11.3),27 (8.4),17 (13.1)
,,,,(P. falciparum 23 [5.2]),,,
2,Chronic HBV,Acute diarrhea‡,PI-IBS,Strongyloidiasis,Acute diarrhea‡,Chronic diarrhea,Latent TB
,182 (22.0),243 (7.8),151 (8.4),25 (5.6),37 (8.9),27 (8.4),10 (7.7)
,(acute HBV 3 [0.4]),,,,,,
3,Active TB,PI-IBS,Chronic diarrhea,Acute diarrhea‡,PI-IBS,PI-IBS,Chronic diarrhea
,97 (11.7),232 (7.4),148 (8.2),18 (4.1),26 (6.3),25 (7.8),10 (7.7)
,(pulmonary TB 67 [8.1]),,,,,,
4,Chronic HCV,Arthropod bite,Arthropod bite,Chronic diarrhea,Abdominal pain,Malaria,Viral syndrome no rash
,89 (10.7),127 (4.1),102 (5.7),17 (3.8),20 (4.8),22 (6.9),7 (5.4)
,,,,,,(P. falciparum 14 [4.4]),
5,Strongyloidiasis,Rash,Giardiasis,PI-IBS,Febrile illness,URTI,Skin and soft-tissue
,41 (5.0),125 (4.0),59 (3.3),13 (2.9),< 3 wk duration,9 (2.8),infection
,,,,,15 (3.6),,6 (4.6)
6,Schistosomiasis,Skin and soft-tissue,Abdominal pain,Latent TB,"Viral syndrome,",Latent TB,Giardiasis
,39 (4.7),infection,56 (3.1),13 (2.9),no rash,8 (2.5),5 (3.8)
,,110 (3.5),,,13 (3.1),,
7,Filariasis,Giardiasis,Skin and soft-tissue,Abdominal pain,Giardiasis,Dengue fever,Acute diarrhea‡
,26 (3.1),91 (2.9),infection,12 (2.7),13 (3.1),8 (2.5),5 (3.8)
,,,49 (2.7),,,,
8,Hypertension,Malaria,"Viral syndrome,","Viral syndrome,",Dengue fever,Giardiasis,Active TB
,23 (2.8),77 (2.5),no rash,no rash,10 (2.4),8 (2.5),4 (3.1)
,,(P. falciparum 49 [1.6]),45 (2.5),12 (2.7),,,(pulmonary TB 3 [2.3])
9,Diabetes,Latent TB,Febrile illness,Chronic HBV,Latent TB,Strongyloidiasis,Dientamoebiasis
,15 (1.8),73 (2.3),< 3 wk duration,11 (2.5),9 (2.2),8 (2.5),3 (2.3)
,,,41 (2.3),,,,
10,Anemia,Strongyloidiasis,Dientamoebiasis,Blastocystis,Strongyloidiasis,Febrile illness,Cutaneous leishmaniasis
,14 (1.7),66 (2.1),35 (1.9),9 (2.0),8 (1.9),< 3 wk duration,3 (2.3)
,,,,,,8 (2.5),
