0,1,2,3,4,5,6,7,8,9,10,11,12
Appendix,,,,,,,,,,,,
Table 3 The relative change of AIDS incidence in different age group in China from 2004 to 2014,,,,,,,,,,,,
Age,Both sex,,Relative Change,,Male,,Relative Change,,Female,,Relative Change,
group,,,,,,,,,,,,
,AIDS incidence,OR,95%CI,,AIDS incidence,OR,95%CI,,AIDS incidence,OR,95%CI,
,in 2004 (/10^5),,,,in 2004 (/10^5),,,,in 2004 (/10^5),,,
All,0.23,1.28,1.23,1.34,0.29,1.31,1.26,1.36,0.16,1.22,1.17,1.28
0-,0.04,1.15,1.06,1.25,0.05,1.14,1.05,1.23,0.02,1.17,1.08,1.27
5-,0.04,1.12,1.07,1.18,0.05,1.12,1.06,1.18,0.03,1.12,1.05,1.20
10-,0.03,0.96,0.89,1.04,0.03,0.92,0.85,0.99,0.02,1.03,0.94,1.14
15-,0.02,1.35,1.24,1.47,0.02,1.39,1.28,1.50,0.01,1.30,1.18,1.43
20-,0.10,1.38,1.29,1.47,0.11,1.47,1.35,1.59,0.08,1.26,1.18,1.34
25-,0.39,1.27,1.19,1.35,0.54,1.30,1.20,1.40,0.24,1.21,1.14,1.28
30-,0.65,1.21,1.15,1.27,0.88,1.23,1.16,1.29,0.41,1.16,1.11,1.23
35-,0.51,1.22,1.17,1.27,0.64,1.24,1.20,1.29,0.38,1.15,1.10,1.20
40-,0.40,1.26,1.22,1.30,0.48,1.29,1.25,1.33,0.32,1.19,1.15,1.24
45-,0.25,1.36,1.32,1.40,0.31,1.38,1.34,1.42,0.19,1.30,1.25,1.35
50-,0.27,1.29,1.25,1.32,0.33,1.32,1.29,1.35,0.20,1.22,1.17,1.27
55-,0.13,1.38,1.34,1.43,0.17,1.40,1.35,1.45,0.09,1.35,1.30,1.40
60-,0.12,1.44,1.37,1.51,0.16,1.46,1.38,1.53,0.06,1.40,1.33,1.48
65-,0.08,1.47,1.41,1.53,0.13,1.48,1.42,1.55,0.02,1.43,1.37,1.49
70-,0.07,1.50,1.41,1.60,0.12,1.50,1.41,1.61,0.01,1.49,1.41,1.58
75-,0.03,1.54,1.44,1.64,0.05,1.56,1.46,1.66,0.01,1.42,1.31,1.54
80-,0.01,1.58,1.49,1.68,0.02,1.57,1.48,1.67,0.00,1.12,1.06,1.18
85-,0.01,1.45,1.31,1.60,0.04,1.45,1.32,1.58,0.00,1.05,1.02,1.10
