0,1,2,3,4,5,6
,,,,,HBoV: Results from a Case Control Study in the UK,
,Table 3. Distribution of HBoV-positive samples in cases and controls with or without a co-infection.,,,,,
,CASES,,CONTROLS,,TOTAL,
Age Group,Single HBoV,Multiple infections,Single HBoV,Multiple infections,Single HBoV,All HBoV positives
",1",18,16,24,38,42,96
1–4,17,41,51,40,68,149
5–9,2,7,4,4,6,17
10–19,0,5,1,1,1,7
20–29,4,3,2,0,6,9
30–39,4,4,2,1,6,11
40–49,6,5,2,0,8,13
50–59,5,3,1,0,6,9
60–69,3,2,1,2,4,8
.70,2,2,0,1,2,5
TOTAL,61,88,88,87,149,324
% of total positives,40.9,59.1,50.3,49.7,46.0,
doi:10.1371/journal.pone.0041346.t003,,,,,,
