0,1,2,3,4,5,6,7,8
(X2,"= 0.006, p = 0.93). Among","the HCoVs, only HCoV-",,"prevalence
of",PIVs,(44.4%) was,highest,"in April
2010,"
,"Table 3 Viral prevalence in children under 5 years old, by geographic area",,,,,,,
"Viral
infection",,,Towns,,,p value,Total,95% CI
,,,,,,,(N = 810),
,Libreville,Franceville,Koulamoutou,Oyem,,,,
,,,,,,,n (%),
,(N = 391),(N = 159),(N = 98),(N = 162),,,,
,n (%),n (%),n (%),n (%),,,,
AdV,63(16.1),35(22.0),15(15.3),29(17.9),,0.37,142(17.5),14.9-20.1
EV,71(18.2),16(10.1),7(7.1),25(15.4),,0.01,119(14.7),12.3-17.1
RSV,34(8.7),36(22.6),18(18.4),21(13.0),,<0.0001,109(13.5),11.1-15.9
HRV,46(11.8),2(1.3),6(6.1),23(14.2),,0.00,77(9.5),7.5-11.5
PIV3,39(10.0),9(5.7),1(1.0),9(5.6),,0.01,58(7.2),5.4-9.0
A(H1N1)pdm09,24(6.1),6(3.8),9(9.2),16(9.9),,0.11,55(6.8),5.1-8.5
SIB,6(1.5),32(20.1),1(1.0),2(1.2),,<0.0001,41(5.1),3.6-6.6
HCoV-OC43,23(5.9),7(4.4),0(0.0),3(1.8),,0.02,33(4.1),2.7-5.5
PIV1,20(5.1),3(1.9),1(1.0),5(3.1),,0.11,29(3.6),2.3-4.9
PIV4,17(4.3),5(3.1),3(3.1),1(0.6),,0.16,26(3.2),2.0-4.4
PIV2,19(4.9),3(1.9),0(0.0),1(0.6),,0.01,23(2.8),1.7-3.9
hMPV,9(2.3),3(1.9),2(2.0),1(0.6),,0.61,15(1.8),0.9-2.7
HCoV-NL63,7(1.8),3(1.9),1(1.0),1(0.6),,0.70,12(1.5),0.7-2.3
HCoV-HKU1,5(1.3),1(0.6),0(0.0),4(2.5),,0.29,10(1.2),0.5-1.9
HCoV-229E,0(0.0),3(1.9),1(1.0),2(1.2),,0.09,6(0.7),0.1-1.3
HPeV,1(0.3),1(0.6),0(0.0),3(1.8),,0.14,5(0.6),0.1-1.1
SIA,0(0.0),0(0.0),0(0.0),0(0.0),,-,0(0.0),-
,"AdV: adenovirus, EV: enterovirus, RSV: respiratory syncytial virus, HRV: human rhinovirus, A (H1N1) pdm09: pandemic influenza virus A, SIA : seasonal",,,,,,,influenza
