0,1,2,3,4,5,6,7
,,Table 1. Asthma-associated respiratory viruses and infection susceptibility in small animals.,,,,,
,Taxonomy,,,,Species,,
,Subfamily and,,,,,,
Order,Family,Species,Mice,Rats,Guinea Pigs,Hamsters,Ferrets
,Genus,,,,,,
,,,"HRVA-1B [4,5]",HRVA-16 [6],,,
,,Rhinovirus A-C,,,,,
,,,HRV-A16 [4],HRVB-14 [7],,,
Picornavirales,"Picornaviridae
Enterovirus",,,,,,
,,,EV-D68 [8–10],EV-D68 [11],,,
,,,,,,,EV-D68 [12]
,,Enterovirus D,Fermon and,Fermon and,,,
,,,,,,,Fermon strain
,,,epidemic strains,epidemic strains,,,
,,Human,,,,,
,,,human RSV-A [13],human RSV-A [14],human RSV-A [15],human RSV-A [16],human RSV-A [17]
,,orthopneumovirus,,,,,
,Orthopneumovirus,,,,,,
,Pneumoviridae,Murine,,,,,
,,,PVM [18],,,,
,,orthopneumovirus,,,,,
Mononegavirales,Metapneumovirus,,hMPV [19],hMPV [20],hMPV [21],"hMPV [21,22]",hMPV [23]
,,Human,,,,,
,Respirovirus,,,hPIV3 [24],hPIV3 [25],hPIV3 [26],hPIV3 [27]
,,"Respirovirus 1,3",,,,,
,Paramyxoviridae,Murine,,,,,
,,,SeV [28],SeV [29],SeV [30],SeV [31],
,,Respirovirus,,,,,
,,Human,,,,,
,Rubulavirus,,,,,,
,,"Respirovirus 2,4",,,,,
