0,1,2,3,4,5
Parameter,(n=230),(n=230),(95% CI),(95% CI)*,(95% CI)
Respiratory virus,,,,,
Influenza (any),16 (6.9),3 (1.3),5.6 (1.6 to 19.6),10.1 (1.8 to 57.1),6.2 (2.5 to 9.7)
Influenza A H1N1,4 (1.7),1 (0.4),4.0 (0.4 to 36.5),23.1 (1.2 to 442.6),
Influenza A H3,9 (3.9),1 (0.4),9.3 (1.1 to 74.2),9.6 (0.7 to 119.7),
Influenza B,3 (1.3),1 (0.4),3.0 (0.3 to 29.3),2.7 (0.1 to 43.9),
RSV,46 (20.0),3 (1.3),18.9 (5.7 to 61.8),58.4 (15.6 to 217.5),20.2 (14.6 to 25.5)
HPIV (any),11 (4.7),0,–,–,–
HPIV1,6 (2.6),0,–,–,–
HPIV2,0,0,–,–,–
HPIV3,5 (2.1),0,–,–,–
Rhinovirus,35 (15.2),48 (20.8),0.7 (0.4 to 1.1),1.3 (0.6 to 2.6),3.6 (- 0.05 to 12.2)
