0,1,2,3
Table 2: Sample description (n = 2760),,,
,,n,%
Gender (n = 2736),Male,410,14.9
,Female,2326,84.3
Age category (n = 2740),Under 16,36,1.3
,16–24,224,8.1
,25–34,482,17.5
,35–44,908,32.9
,45–54,771,27.9
,55–64,277,10.0
,65–74,39,1.4
,75+,3,0.1
Number of children (n = 2700),0,1625,58.9
,1,436,15.8
,2,447,16.2
,3,136,4.9
,4+,56,2.0
Educational qualifications (n = 2721),None,65,2.4
,School certificate,407,14.8
,HSC,394,14.3
,TAFE/Vocational,746,27.0
,University/Tertiary,1109,40.2
Australian State/Territory (n = 2748),NSW,1303,47.2
,Qld.,556,20.1
,ACT,38,1.4
,NT,4,0.1
,Vic.,562,20.4
,Tas.,68,2.5
,SA,160,5.8
,WA,57,2.1
Industry sector (n = 2758),Recreational,819,29.7
,Harness racing,139,5.0
,Thoroughbred racing,65,2.4
,Equestrian,734,26.6
,Stabling/Agistment,49,1.8
,Veterinary/health,47,1.7
,Breeding/Stud,429,15.5
,Farrier,22,0.8
,Commercial,195,7.1
,Multiple sectors,199,7.2
,Other,60,2.2
EI control zone (n = 2668),White Zones,836,30.3
,Green Zones,335,12.1
,Amber Zones,320,11.6
,Red Zones,621,22.5
,Purple Zone,556,20.1
Income linked to horse-related industry (n= 2740),Yes,632,22.9
,No,2108,76.4
