0,1,2,3,4,5,6,7
,,,Table 2. Cont.,,,,
,,,MRC-5,,,VeroE6,
Name,Concentration,,,,,,
,,Ct Difference 1,,Cell Appearance 2,Ct Difference,,Cell Appearance
,,,,(cid:51),,,(cid:51)
Aimspro,Neat,−2.03 ± 0.95,,,−4.60 ± 1.15,,
NCK-8,1 mg/mL,>10,,*,>10,,*
D-LANA-14,1 mg/mL,>10,,*,>10,,*
,,,,,,,(cid:51)
Tasigna,20 µM,3.59 ± 0.57,,x,−0.13 ± 0.33,,
,,,,(cid:51),,,(cid:51)
Celgosivir,200 µM,−2.52 ± 0.21,,,−2.41 ± 0.12,,
,,,,(cid:51),,,(cid:51)
Castanospermine,200 µM,−1.58 ± 3.23,,,−0.26 ± 4.11,,
,1 Difference between mean value of untreated cells (n = 3) versus treated cells (n = 3). A positive value indicates a,,,,,,
