0,1,2,3,4,5,6
,,,,Virusesa,,
,Symptoms/Case definitions,Total,Influenza viruses (%),Non-influenza viruses (%),Negative (%),P value
,,N =  195,n =  75,n =  60,n =  60,
,Cough,170 (87.2),67 (89.3),54 (90.0),49 (81.7),0.347
,Sore throat,150 (76.9),50 (66.7),51 (85.0),49 (81.7),0.027
,Breathlessness,18 (9.2),5 (6.7),9 (15.0),4 (6.7),0.216
,Runny nose,149 (76.4),41 (54.7),55 (91.7),53(88.3),< 0.001
Mild-ARIb,T ≥  37.5 °C,79 (40.5),60 (80.0),11 (18.3),8 (13.3),< 0.001
,T ≥  37.8 °C,62 (31.8),50 (66.7),7 (11.7),5 (8.3),< 0.001
,T ≥  38.0 °C,51 (26.2),41 (54.7),6 (10.0),4 (6.7),< 0.001
,FRId,109 (55.9),70 (93.3),22 (36.7),17 (28.3),< 0.001
,ILI-Ue,61 (31.3),49 (65.3),7 (11.7),5 (8.3),< 0.001
,ILI-Wf,46 (23.6),36 (48.0),6 (10.0),4 (6.7),< 0.001
,,N =  203,n =  109,n =  19,n =  75,
,Cough,200 (98.5),107 (98.2),19 (100.0),74 (98.7),1.000
,Sore throat,98 (48.3),52 (47.7),11 (57.9),35 (46.7),0.711
,Breathlessness,105 (51.7),50 (45.9),11 (57.9),44 (58.7),0.220
,Runny nose,113 (55.7),55 (50.5),12 (63.2),46 (61.3),0.287
Severe-,,,,,,
,T ≥  37.5 °C,118 (58.1),79 (72.5),11 (57.9),28 (37.3),< 0.001
ARIc,,,,,,
,T ≥  37.8 °C,112 (55.2),76 (69.7),10 (52.6),26 (34.7),< 0.001
,T ≥  38.0 °C,104 (51.2),72 (66.1),9 (47.4),23 (30.7),< 0.001
,FRI,170 (83.7),100 (91.7),14 (73.7),56 (74.7),0.003
,ILI-U,110 (54.2),74 (67.9),10 (52.6),26 (34.7),< 0.001
,ILI-W,88 (43.3),64 (58.7),6 (31.6),18 (24.0),< 0.001
