0,1,2,3,4
Table 1. Demographic characteristics of the study populations.,,,,
,,Controls,,Mycetoma Patients n = 70 (%)
,,n = 70 (%),,
Gender,Female,,14 (20),14 (20%)
,Male,,56 (80),56 (80)
Age groups (years),12–18,,9 (12.9),9 (12.9)
,19–24,,22 (31.4),22 (31.4)
,25–29,,16 (22.9),16 (22.9)
,30–39,,14 (20.0),14 (20.0)
,�40,,9 (12.9),9 (12.9)
Occupation,Worker,,17 (24.3),23 (32.9)
,Student,,23 (32.9),17 (24.3)
,Farmer,,12 (17.1),12 (17.1)
,Jobless,,5 (7.1),12 (17.1)
,House-wife,,1 (1.4),5 (7.1)
,Employer,,12 (17.1),1 (1.4)
Discharge�,No,,,35 (50)
,Yes,,,35 (50)
Lesion diameter�,Less than 5 cm,,,13 (18.6)
,5–10 cm,,,22 (31.4)
,More than 10 cm,,,35 (50.0)
Duration�,�1 year,,,22 (31.4)
,2–4 years,,,26 (37.1)
,�5 years,,,22 (31.4)
Medication�,Itraconazole,,,46 (65.7)
,200 mg/day,,,
,Ketoconazole,,,24 (34.3)
,400 mg/day,,,
