0,1,2,3,4,5,6,7
,,,,,,18-β-glycyrrhetinic acid loaded PLGA nanoparticles,
,"Table 1. PLGA nanoparticles characteristics (O: oil phase, W: water phase, PLGA: Poly (lactide-co-glycolide), PDI: polydispersity index",,,,,,
,and EE: encapsulation efficiency).,,,,,,
,Drug: PLGA,O/W ratio,Time of sonication,Size,,,
,,,,,PDI,Zeta potential,EE
,ratio (%),(%),(min),(nm),,,
1,1:1,10,5,184 ± 25,0.23 ± 0.02,-11.48 ± 1.8,28.3 ± 1.8
2,1:2,10,5,197 ± 19,0.15 ± 0.01,-13.71 ± 2.1,34.4 ± 2.1
3,1:3,10,5,204 ± 28,0.14 ± 0.01,-15.32 ± 2.3,44.7 ± 2.2
4,1:4,10,5,212 ± 29,0.20±0.02,-17.13 ± 1.9,53.2±2.4
5,1:1,5,5,207 ± 20,0.15 ± 0.02,-11.52 ± 1.5,29.3 ± 1.8
6,1:1,15,5,179 ± 22,0.17±0.01,-11.07 ± 1.8,28.4±1.7
7,1:1,20,5,176 ± 19,0.18 ± 0.02,-10.83 ± 1.3,28.9 ± 1.9
8,1:1,10,3,196 ± 22,0.16 ± 0.01,-11.08 ± 1.4,34.3 ± 2.1
9,1:1,10,7,180 ± 21,0.20 ± 0.02,-11.02 ± 1.7,24.7 ± 1.8
10,1:1,10,10,175 ± 15,0.14 ± 0.01,-11.53± 1.4,23.4 ± 1.6
