0,1,2,3
Monocytes,0.4 (0.3; 0.5),0.5 (0.4; 0.6),0.5 (0.4; 0.6)
Table 3: Profile of T cell subsets of peripheral blood from recipients with biological and mechanical heart valve prostheses and healthy,,,
volunteers.,,,
T cells populations,"Healthy donors, 𝑛 = 48","Biological prosthesis, 𝑛 = 25","Mechanical prosthesis, 𝑛 = 7"
+,,∗∗,∗
"CD3
%",78.27 (73.07; 82.52),69.87 (65.68; 76.34),69.96 (64.03; 71.72)
+,,,
"CD3
abs.",1419.31 (1126.25; 1735.91),1275.84 (1004.40; 1482.00),1088.51 (977.34; 1185.92)
"+
+",,,
"CD8
%
CD3",25.80 (20.64; 33.20),24.28 (18.45; 27.32),27.48 (24.58; 30.79)
"+
+",,,
"CD8
abs.
CD3",462.37 (349.70; 647.87),412.00 (297.12; 597.77),417.86 (351.00; 712.64)
,,∗∗,
CM Tcyt%.,11.50 (8.70; 16.38),6.19 (3.93; 7.50),6.75 (3.39; 14.85)
,,∗∗,
CM Tcyt abs.,51.69 (36.70; 74.30),22.28 (18.98; 30.64),24.63 (15.77; 69.37)
EM Tcyt%,31.82 (18.80; 43.55),32.36 (19.75; 38.57),24.14 (10.52; 33.38)
EM Tcyt abs.,122.56 (74.29; 196.04),119.62 (74.36; 158.91),94.26 (58.96; 139.48)
,,∗∗,∗∗∗∗
TEMRA Tcyt%,26.67 (19.58; 34.93),49.41 (43.46; 58.83),36.72 (35.04; 59.20)
,,∗∗,
TEMRA Tcyt abs.,104.32 (72.94; 188.42),193.40 (129.60; 332.12),220.78 (122.99; 270.64)
,,∗∗,
N Tcyt%,24.46 (16.51; 39.58),13.08 (8.10; 15.63),13.75 (5.59; 38.64)
,,∗∗,
N Tcyt abs.,98.47 (56.29; 199.74),43.46 (28.49; 61.35),83.67 (23.35; 135.62)
"+
+",,,∗
"CD4
%
CD3",48.06 (41.04; 52.58),40.74 (36.60; 48.37),42.73 (41.01; 44.93)
"+
+",,,
"CD3
CD4
abs.",835.92 (624.17; 1096.10),717.82 (580.50; 967.40),697.17 (535.34; 755.99)
CM Th%,44.67 (38.42; 49.32),39.60 (35.30; 46.42),38.36 (30.46; 49.67)
,,∗∗∗,
CM Th abs.,338.29 (269.64; 484.11),262.64 (227.73; 389.99),276.91 (182.58; 368.45)
EM Th%,24.02 (17.54; 30.71),26.01 (18.83; 29.66),20.13 (12.71; 28.25)
EM Th abs.,197.64 (150.63; 229.90),167.11 (135.15; 234.18),152.18 (91.37; 201.64)
,,∗∗,
TEMRA Th%,0.82 (0.37; 1.67),1.62 (0.94; 2.49),1.54 (0.32; 6.47)
,,∗∗,
TEMRA Th abs.,6.17 (3.11; 13.58),11.24 (6.24; 26.89),16.45 (2.22; 36.04)
N Th%,29.88 (19.81; 36.00),30.91 (24.50; 36.61),25.87 (19.65; 48.46)
N Th abs.,222.99 (145.88; 369.81),211.18 (140.38; 343.04),219.42 (136.99; 337.60)
CD4/CD8,2.01 (1.34; 2.44),1.93 (1.39; 2.17),1.49 (1.38; 1.81)
"Comments: denoted T cell subsets: N: na¨ıve, CM: central memory, EM: effector memory, TEMRA: terminally differentiated CD45RA-positive effector cells,",,,
