0,1,2,3,4,5
Table 2.,Likelihood of vaccination coverage in target groups in season 2005 ⁄ 06 (unadjusted),,,,
,Great Britain,Germany,Italy,France,Spain
Age1 (<65* ⁄ >65 years),,,,,
OR (95% CI),24Æ2 (18Æ2–32Æ1),5Æ6 (4Æ5–7Æ0),9Æ3 (7Æ2–11Æ9),15Æ8 (12Æ1–20Æ6),10Æ1 (7Æ8–14Æ2)
P-value,<0Æ001,<0Æ001,<0Æ001,<0Æ001,<0Æ001
Work in medical ﬁeld2 (yes ⁄ no*),,,,,
OR (95% CI),0Æ8 (0Æ5–1Æ3),0Æ7 (0Æ5–1Æ1),0Æ7 (0Æ4–1Æ2),0Æ9 (0Æ6–1Æ5),1Æ6 (1Æ0–2Æ4)
P-value,0Æ383,0Æ127,0Æ183,0Æ750,0Æ032
Chronic illness3 (yes ⁄ no*),,,,,
OR (95% CI),6Æ0 (4Æ6–7Æ8),3Æ0 (2Æ4–3Æ7),4Æ8 (3Æ7–6Æ3),4Æ8 (3Æ7–6Æ2),4Æ8 (3Æ5–6Æ4)
P-value,<0Æ001,<0Æ001,<0Æ001,<0Æ001,<0Æ001
"Target group 1, 2 or 3 (yes ⁄ no*)",,,,,
OR (95% CI),15Æ8 (12Æ4–20Æ1),4Æ2 (3Æ4–5Æ1),6Æ7 (5Æ3–8Æ3),10Æ1 (7Æ9–12Æ8),7Æ2 (5Æ7–9Æ0)
P-value,<0Æ001,<0Æ001,<0Æ001,<0Æ001,<0Æ001
