0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(1.0 µg/mL (LPS low) and 10 µg/mL (LPS high)), and class B CpG ODN 1826 (1.0 µg/mL (CpG ODN low) and 10 µg/mL (CpG ODN high)).",,,,,,,,,,,,,
,,LPS Low,,,LPS Highv,,Pam Low,,Pam High,,,CpG ODN LOW,CpG ODN High
Genes,,,,,,,,,,,,,
,3 h,8 h,18 h,3 h,"8 h
18 h","3 h
8 h",18 h,3 h,8 h,18 h,3 h,8 h,"18 h
3 h
8 h
18 h"
IL-1B,107Ò,26Ò,8.7Ò,73Ò,"17Ò
10Ò","32Ò
12Ò",11Ò,48Ò,12Ò,8.7Ò,7.3Ò,77Ò,"16 Ò
33Ò
97Ò
15Ò"
iNOS,3.9Ò,7.5Ò,5.5Ò,4.1Ò,"7.9Ò
5.4Ò","2.6Ò
2.2Ò",5.7Ò,3.8Ò,2.3Ò,5.3Ò,,,"2.4Ò
3Ò"
IRF7,3.5Ò,3.9Ò,3.2Ò,3.5Ò,"4.5Ò
3.3Ò","2.5Ò
1.7Ò",2.6Ò,2.6Ò,2Ò,2.9Ò,,2.6Ò,"3.4Ò
1.6Ò"
IFN-α,,,4 Ò,,5.7Ò,1.9Ò,2.5Ò,,,3.0Ò,,,"5.8Ò
5.4Ò"
IFN-β,,,2.7Ò,,"1.7Ó
2.3Ò",,,,,1.8Ò,,,"2.5Ò
2.8Ò"
OAS,8.7Ò,16Ò,,12Ò,7.3Ò,5.7Ò,,5.2Ò,,,,6.3Ò,13.4Ò
IFITM5,,,,,,1.5Ò,,,,,,1.9Ò,2Ò
PKR,1.6Ò,1.8Ò,,1.4Ò,1.8Ò,"1.4Ò
1.7Ó",,1.5Ò,,,,1.9Ò,
viperin,2.5Ò,2.5Ò,,2.7Ò,,1.7Ò,,,2Ó,,,,
TLR2,,,,1.7Ó,2.4Ò,,,,,,,2.6Ò,2.9Ò
TLR3,,,,,1.8Ò,,2.0Ò,,,,,,3.6Ò
TLR4,,2.5Ó,2Ó,,"3.3Ó
1.7Ó",2.0Ó,,,2.5Ó,,,,1.3Ò
TLR21,,,,,1.5Ò,2Ó,,,2.5Ó,,,3.5Ò,"1.6Ò
3.3Ó"
,Gene expression is presented as fold change relative to either non CpG ODN group or medium groups. Signiﬁcant up-regulation (p ď 0.05) is indicated by Ò. Signiﬁcant down-regulation,,,,,,,,,,,,
