0,1,2,3,4,5
,,,,,"Viral Etiology in Gansu Province, China, 2011"
Table 2. Viral etiologies identified.,,,,,
,,Single infection(%),Co- infection(%),Multiple-infection (%),"Total
(%)"
Virus detected,,,,,
,,N = 85(30.5),N = 12(4.3),N = 8(2.9),N = 105 (37.6)
RSV,,28(10.0),2(0.7),6(2.2),36(12.9)
,A,28(10.0),1(0.4),5(1.8),34(12.2)
,B,0(0),1 (0.4),1(0.4),2(0.7)
PIV,,12(4.3),10(3.6),8(2.9),30(10.8)
,PIV1,1(0.4),2(0.7),1(0.4),4(1.4)
,PIV2,6(2.2),2(0.7),1(0.4),9(3.2)
,PIV3,5(1.8),6(2.2),6(2.2),17(6.1)
HRV,,23(8.2),4(1.4),2(0.7),29(10.4)
CoV,,3(1.1),3(1.1),8(2.9),14(5.0)
,CoV OC43,3(1.1),0(0),1(0.4),4(1.4)
,CoV NL63,0(0),2(0.7),5(1.8),7(2.5)
,CoV HKU1,0(0),1(0.4),1(0.4),2(0.7)
,CoV 229E,0(0),0(0),1(0.4),1(0.4)
HAdV,,12(4.3),1(0.4),0(0),13(4.7)
Flu,,3(1.1),1(0.4),2(0.7),6(2.2)
,A,3(1.1),1(0.4),2(0.7),6(2.2)
,B,0(0),0(0),0(0),0(0)
,sH1N1,0(0),0(0),0(0),0(0)
HMPV,,3(1.1),1(0.4),1(0.4),5(1.8)
BoCA,,1(0.4),2(0.7),0(0),3(1.1)
