0,1,2,3,4,5,6,7,8,9
,"Table 1: Classification and clinical course of the study population, i.e., 63 patients with rheumatic/vasculitic or connective tissue disease",,,,,,,,
admitted to hospital and diagnosed to have pneumonia/pneumonitis,,,,,,,,,
,Total,Admissions,FOB with,BAL-PCR,Positive,Requirement,Mean and,Mean,Lethal
,admissions,for PNA (%,BAL in,for HSV-1,HSV-1,of intubation,(median),immuno-,outcome
,to hospital,of,PNA,and CMV,BAL-PCR,in PNA,age of,suppression,in PNA
,,admissions),(% of PNA),(% of FOB),(% of PNA),(% of PNA),patients,severity,
,,,,,,,with PNA,score of,
,,,,,,,in ys,patients with,
,,,,,,,,PNA*,
Wegener's,74,13 (18%),4,4,2,2,66 (68),3.3,2
Granulomatosis,,,,,"(cases 3, 5)",,,,
Rheumatoid,515,34 (7%),12,6,2 (cases,5,71 (74),1.5,3
arthritis,,,,,"1,4)",,,,
Polyangiits,22,4 (18%),3,1,1 (case 2),0,63 (64),3.5,0
Systemic lupus,155,12 (8%),4,3,1 (case 6),1,53 (58),1.6,1
erythematosus,,,,,,,,,
(SLE),,,,,,,,,
total,766,63 (8%),23 (37%),14 (61%),6 (10%),8 (12%),66 (66),2.0,6 (10%)
