0,1,2,3,4,5,6,7,8,9,10,11
,values; sumRGC: sum of reference gene GeNorm values.,,,,,,,,,,
Table 3: Reliability of references genes for each viral – cell pair,,,,,,,,,,,
Virus,HIV-1BaL,HIV-,HIV-,HIV-,HSV-,HSV-,VZVSche,VZVSche,CMV-,CMVTo-,Overall
,,1NL4.3,1NL4.3,1RFW,1NC1,1NC1,nke,nke,Towne,ledo,
Cell,MDDC,HELA,HUT78,HUT78,HELA,HEP2,MDDC,HFF,HFF,HFF,-
1st,PP1A,PP1A,SDHA,PP1A,HMBS,HMBS,PP1A*,PP1A,PP1A*,PP1A,PP1A
2nd,GAPDH,GAPDH,TBP,EEFIG,PGK1,GAPDH,GAPDH*,EEFIG,PGK1*,GAPDH,GAPDH
3rd,HMBS,TBP,B2M,PGK1,SDHA,PGK*,TBP,SDHA,GAPDH*,PGK1,SDHA
,,,,,,,,,*,,
4th,TBP,EEFIG,HMBS,SDHA,PP1A,B2M*,EEF1G,GAPDH,EEF1G**,EEFIG,TBP
5th,B2M,PGK1,PP1A,BACT,TBP,PPIA,B2M,TBP,SDHA**,SDHA,EEF1G
6th,18sRNA,HMBS*,PGK1,GAPDH,B2M,EEF1G,BACT,B2M,TBP,TBP,B2M
7th,EEF1G,B2M*,EEFIG,TBP,18sRNA,SDHA,SDHA,BACT,B2M,B2M*,PGK1
8th,PGK1,SDHA,GAPDH,HMBS,GAPDH,TBP,HMBS,HMBS,BACT,BACT*,HMBS
9th,SDHA,BACT,18sRNA,B2M,BACT,BACT,PGK1,PGK1,HMBS,HMBS,BACT
10th,BACT,18sRNA,BACT,18sRNA,EEFIG,18sRNA,18sRNA,18sRNA,18sRNA,18sRNA,18sRNA
