0,1,2,3,4,5
,Table 5. Characteristics of patients with acute bronchitis according to microbiological categories in 291 patients with acceptable sputum (Mur-,,,,
,ray-Washington classification degree IV or V).,,,,
,Mixed* (n = 55),Bacteria only (n = 98),Virus only (n = 50),Unknown (n = 88),P-vale Bacteria only vs. Virus only
Mean age,49.0 ± 17.7,52.2 ± 17.6,43.3 ± 17.6,49.9 ±16.1,0.004
"Sex, male",23 (41.8),51 (52.0),17 (34.0),32 (36.4),0.037
Underlying lung disease,17 (30.9),25 (25.5),13 (26.0),21 (23.9),0.949
Symptoms,,,,,
"Duration of cough, day",6.5 ± 4.1,6.6 ± 4.4,5.9 ± 5.5,8.3 ± 6.1,0.408
Cough,,,,,
Paroxysmal cough,31 (56.4),49 (50.0),29 (58.0),42 (47.7),0.357
Whooping cough,5 (9.1),12 (12.2),7 (14.0),9 (10.2),0.763
Post-cough vomit,6 (10.9),2 (2.0),2 (4.0),2 (2.3),0.487
Sputum color,,,,,
White,21 (38.2),40 (40.8),28 (56.0),37 (42.0),
Purulent,34 (61.8),58 (59.2),22 (44.0),51 (58.0),0.080
Yellow,32 (58.2),54 (55.1),22 (44.0),44 (50.0),
Brown,1 (1.8),1 (1.0),0 (0.0),5 (5.7),
Green,1 (1.8),3 (3.1),0 (0.0),2 (2.3),
Sputum amount,,,,,0.639
Scanty,28 (50.9),44 (44.9),22 (44.0),41 (46.6),
Moderate,27 (49.1),49 (50.0),27 (54.0),44 (50.0),
Large amount,0 (0.0),5 (5.1),1 (2.0),3 (3.4),
Rhinorrhea,27 (49.1),35 (35.7),23 (46.0),26 (29.5),0.225
Sore throat,26 (47.3),32 (32.7),26 (52.0),24 (27.3),0.023
Dyspnea,6 (10.9),14 (14.3),5 (10.0),8 (9.1),0.461
Hemoptysis,2 (3.6),3 (3.1),0 (0.0),3 (3.4),0.211
Headache,12 (21.8),21 (21.4),11 (22.0),17 (19.3),0.936
Fever,3 (5.5),4 (4.1),6 (12.0),3 (3.4),0.069
Chillness,7 (12.7),8 (8.2),2 (4.0),7 (8.0),0.340
Myalgia,14 (25.5),24 (24.5),7 (14.0),10 (11.4),0.138
Malaise,9 (16.4),13 (13.3),5 (10.0),8 (9.1),0.565
Chest pain,3 (5.5),11 (11.2),7 (14.0),11 (12.5),0.625
Signs,,,,,
Wheezing,3 (5.5),14 (14.3),5 (10.0),12 (13.6),0.461
Crackle,3 (5.5),12 (12.2),6 (12.0),14 (15.9),0.966
Rhonchi,18 (32.7),41 (41.8),16 (32.0),33 (37.5),0.245
Stridor,2 (3.6),4 (4.1),2 (4.0),2 (2.3),1.000
