0,1,2,3,4
,"Table 1. Overall summary of rodent pathogens detected in wild rats from St. Kitts, West Indies.",,,
Pathogen,Area A,Area B,Area C,Total (%)
Bacteria,,,,
CARB,0/4,2/2,11/16,13/22 (59.1)
C. piliforme,1/4,1/2,2/16,4/22 (18.2)
M. pulmonis,0/4,0/2,4/16,4/22 (18.2)
Fungi,,,,
E. cuniculi,0/4,0/2,0/16,0/22 (0)
"P
. carinii",0/4,0/2,1/16,1/22 (4.5)
Viruses,,,,
H-1,0/4,0/2,0/16,0/22 (0)
HTNV,0/4,0/2,0/16,0/22 (0)
IDIR strain of GBR,0/4,0/2,1/16,1/22 (4.5)
KRV,0/4,1/2,14/16,15/22 (68.2)
LCMV,0/4,0/2,0/16,0/22 (0)
MAV1,0/4,0/2,0/16,0/22 (0)
MAV2,2/4,1/2,13/16,16/22 (72.7)
PVM,0/4,0/2,0/16,0/22 (0)
RCV/SDAV,0/4,0/2,0/16,0/22 (0)
REO3,0/4,0/2,9/16,9/22 (40.9)
RMV,0/4,1/2,3/16,4/22 (18.2)
RPV,0/4,1/2,3/16,4/22 (18.2)
RTV,1/4,1/2,0/16,2/22 (9.1)
SeV,0/4,0/2,0/16,0/22 (0)
"Area A, around the campus of Ross University School of Veterinary Medicine in West Farm, and residential dwellings",,,,
