0,1,2,3,4,5,6,7
,"TABLE 1—Comparison of Baseline Characteristics of Case Participants With Active Tuberculosis and Control Participants: Taiwan, 2003–2010",,,,,,
,"Case (n = 4202), No.",(%) or,Control,"(n = 16 808), No.",(%) or,,
Characteristic,Mean 6SD,,,Mean 6SD,,OR (95% CI),AOR (95% CI)
No. of health care visits per year in the exposure window,,,,,,,
£ 5,820 (19.5),,,5 493 (32.7),,1 (Ref),1 (Ref)
6–15,798 (19.0),,,3 424 (20.4),,"1.40 (1.26, 1.54)","1.31 (1.19, 1.45)"
16–30,984 (23.4),,,3 166 (18.8),,"1.98 (1.80, 2.19)","1.67 (1.51, 1.84)"
> 30,1 273 (30.3),,,3 411 (20.3),,"2.48 (2.26, 2.74)","1.77 (1.60, 1.97)"
"Age, y",58.4 619.9,,,58.4 619.9,,(Matched)a,(Matched)a
Gender,,,,,,(Matched)a,(Matched)a
Female,1 342 (32.0),,,5 368 (32.0),,,
Male,2 860 (68.0),,,11 440 (68.0),,,
Diabetes mellitus,,,,,,,
No,2 887 (68.7),,,12 726 (75.7),,1 (Ref),1 (Ref)
With DSCI £ 3,1 194 (28.4),,,3 749 (22.3),,"1.47 (1.36, 1.60)","1.30 (1.19, 1.41)"
With DSCI ‡ 4,121 (2.9),,,333 (2.0),,"1.73 (1.39, 2.15)","1.19 (0.94, 1.51)"
Chronic obstructive pulmonary disease,,,,,,,
No,2 161 (51.4),,,11 395 (67.8),,1 (Ref),1 (Ref)
Yes,2 041 (48.6),,,5 413 (32.2),,"2.25 (2.09, 2.43)","1.81 (1.67, 1.96)"
Cancer of the head and neck,,,,,,,
No,4 144 (98.6),,,16 656 (99.1),,1 (Ref),1 (Ref)
Yes,58 (1.4),,,152 (0.9),,"1.55 (1.14, 2.11)","1.32 (0.96, 1.83)"
Chronic kidney disease under hemodialysis,,,,,,,
No,4 137 (98.5),,,16 654 (99.1),,1 (Ref),1 (Ref)
Yes,65 (1.5),,,154 (0.9),,"1.71 (2.18, 2.30)","1.44 (1.05, 1.98)"
Chemotherapy,,,,,,,
No,4 033 (96.0),,,16 233 (96.6),,1 (Ref),1 (Ref)
Yes,169 (4.0),,,575 (3.4),,"1.19 (0.99, 1.42)","0.98 (0.81, 1.18)"
Systemic corticosteroids,,,,,,,
No,2 881 (68.6),,,13 872 (82.5),,1 (Ref),1 (Ref)
Yes,1 321 (31.4),,,2 936 (17.5),,"2.28 (2.10, 2.46)","1.71 (1.57, 1.86)"
Silicosis,,,,,,,
No,4 193 (99.8),,,16 795 (99.9),,1 (Ref),1 (Ref)
Yes,9 (0.2),,,13 (0.1),,"2.78 (1.18, 6.48)","1.68 (0.69, 4.09)"
Gastrectomy,,,,,,,
No,4 183 (99.5),,,16 755 (99.7),,1 (Ref),1 (Ref)
Yes,19 (0.5),,,53 (0.3),,"1.43 (0.85, 2.42)","1.44 (0.83, 2.48)"
Jejunoileal bypass,,,,,,,
No,4 192 (99.8),,,16 781 (99.8),,1 (Ref),1 (Ref)
Yes,10 (0.2),,,27 (0.2),,"1.48 (0.72, 3.06)","1.38 (0.64, 2.99)"
