0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,"Table 5 Geometric mean gp70 antibody titre, 36 month DOI",,,,,,,,,,,,,,,
Day,Group,,<30 <30 / 30,30,30 / <30,,90 / <30 <30 / 90,30 / 90,90,90 / 30,90 / 270,270,270 / 90,270 / ≥810,≥810,Geometric
,,,,,,,,,,,,,,,,mean
−1,T07 (n = 11),11,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,T08 (n = 16),16,0,0,0,0,0,0,0,0,0,0,0,0,0,10
42,T07 (n = 11),11,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,T08 (n = 16),6,0,6,1,0,0,0,0,0,0,1,0,0,2,33.3
100,T07 (n = 11),10,0,0,0,0,1,0,0,0,0,0,0,0,0,10
,T08 (n = 15),11,0,0,0,0,0,2,0,0,1,0,0,0,1,20.1
982,T07 (n = 10),5,2,1,1,0,0,0,1,0,0,0,0,0,0,16.4
,T08 (n = 14),11,0,0,0,0,0,0,0,0,0,1,0,1,1,22.8
1052,T07 (n = 10),3,0,2,3,0,0,1,1,0,0,0,0,0,0,21.6
,T08 (n = 14),10,0,0,1,0,0,0,1,0,0,2,0,0,0,19.5
1136,T07 (n = 10),4,0,1,0,0,0,1,2,0,0,2,0,0,0,39.5
