0,1,2,3,4,5,6
,TA B L E   2  Pathological	changes	in	the	lungs	of	mice	after	Middle	East	respiratory	syndrome	coronavirus	infection,,,,,
,,Alveolar septum,Interstitial inflammatory,Exudate in,Dilatation and conges‐,
Group,,widtha,cell infiltrationb,alveolic,tion of vesselsd,Hemorrhagee
3	d,Aerosol,+,+,—,+,—
,Instillation,+~++,+,—,+,—
5	d,Aerosol,+,+,—,+,—
,Instillation,++~+++,++,+,++,—
7	d,Aerosol,++,++,—,+,—
,Instillation,NDf,NDf,NDf,NDf,NDf
9 d,Aerosol,++,++,—,++,+
,Instillation,NDf,NDf,NDf,NDf,NDf
Control,,—,—,—,—,—
"a—,	no	apparent	changes;	+,	mild	alveolar	septum	widening;	++,	moderate	alveolar	septum	widening;	and	+++,	severe	alveolar	septum	widening.",,,,,,
