0,1,2,3
Unsaturated fatty acids,,,
18.3,Oleic acid (C18:1 ω9),27.14,
Saturated fatty acids,,,
20.81,Cyclopentaneundecanoic acid (C16:0),1.13,6.48
13.96,Hexadecanoic acid (C16:0),,5.89
15.86,Octadecanoic acid (C18:0),,1.61
19.11,Cyclopropanenonanoic acid (C12:0),,0.32
,Summary,,14.30
Triterpenes,,,
33.09,Betulin (C30H50O2),,4.23
26.50,Lupeol (C30H50O),,2.16
27.34,Demecolcine (C21H25NO5),,0.87
13.02,Cucurbitacin B,,1.22
,Summary,,8.48
Steroid alcohols,,,
23.43,Cholesterol,,3.29
Hydrocarbons,,,
21.70,1-Docosene,,2.11
Ester,,,
22.18,"Tetradecanoic acid, tetradecyl ester",,0.80
,Rest compounds,,5.10
,Summary,28.27,34.08
