0,1,2,3,4,5,6,7
,,,,,,Rickettsia felis in Children in Gabon,
,"Table 3. Prevalence of Rickettsia felis infection among febrile and afebrile children <15 years of age, Gabon, April 2013–January",,,,,,
2014*,,,,,,,
"Location, participants’",,,,"No. positive children/no. tested (%), by age, y",,,
fever status,0–1,>1–3,>3–5,>5–7,>7–9,>9–15,All ages
Fougamou,,,,,,,
Febrile,7/22 (31.8),8/11 (72.7),4/11 (36.4),2/6 (33.3),2/5 (40.0),0/3,23/58 (39.7)
Afebrile,1/5 (20.0),0/4,0/3,0/3,0/2,0/3,1/20 (5.0)
Lastourville,,,,,,,
Febrile,4/38 (10.5),7/42 (16.7),3/34 (8.8),1/9 (11.1),0/8,0/3,15/134 (11.2)
Afebrile,0/2,0/6,0/5,0/1,0/2,NA,0/16
Koulamoutou†,,,,,,,
Febrile,0/55,0/35,3/24 (12.5),0/14,0/7,0/6,3/141 (2.1)
Franceville,,,,,,,
Febrile,0/14,1 /17 (5.8),0/18,0/10,0/10,0/8,1/77 (1.3)
Afebrile,0/10,1/7 (14.2),0/1,0/4,0/2,NA,1/24 (4.2)
Total cases,12/146 (8.2),17/122 (13.9),10/96 (10.4),3/47 (4.1),2/36 (5.5),0/23,44/470 (9.4)
"*NA, not available.",,,,,,,
,†No afebrile children in Koulamoutou were enrolled in the study.,,,,,,
