0,1,2,3,4,5,6,7,8,9
Table I. Relative expression of total RNA for RANTES. A total of 89 tissue,,,,,,Table II. Relative expression of total RNA for Eotaxin-2. A total of 89 tissue,,,
samples were analysed.,,,,,samples were analysed.,,,,
,Tonsillar,Adenoids,Chronic,Acute,,Tonsillar,Adenoids,Chronic,Acute
,hyperplasia,(n = 25),tonsillitis,tonsillitis,,Hyperplasia,(n = 25),tonsillitis,tonsillitis
,(n = 21),,(n = 16),(n = 27),,(n = 21),,(n = 16),(n = 27)
Minimum,"0,41",0.00,0.54,0.00,Minimum,0.55,0.40,0.63,0.30
1. Quartile,1.07,1.34,0.97,1.15,1. Quartile,0.89,1.16,0.84,0.80
Median,1.37,1.58,1.32,1.56,Median,1.02,1.34,0.95,1.16
3. Quartile,1.79,2.11,1.45,1.97,3. Quartile,1.31,1.60,1.21,2.14
Maximum,5.57,2.46,1.95,2.46,Maximum,3.83,2.50,1.82,2.86
