0,1,2,3,4,5,6,7,8,9
Preventive medicine,,,,,,,,,
,,,,,,,,,6.4
Dermatitis or eczema,,,,,,,,,
Otitis externa,,,,,,,,,6.3
Diarrhea,,,,,,,5.2,,
Vomiting,,,,,,,5.0,,
Neutering surgery,,,,,,4.2,,,
Lameness,,,,,3.7,,,,
Upper respiratory tract disease,,,,2.9,,,,,
Trauma,,,,2.7,,,,,
Malassezia infection,,,2.3,,,,,,
"Erythema, Pruritus",,,2.1,,,,,,
Wound,,,2.0,,,,,,
,,,1.9,,,,,,
Health services,,,,,,,,,
Dermatomycoses,,,1.9,,,,,,
Conjunctivitis,,1.5,,,,,,,
,,1.5,,,,,,,
Foreign body ingestion,,,,,,,,,
Patella luxation,,1.3,,,,,,,
,,1.2,,,,,,,
Gingivitis,,,,,,,,,
,,1.2,,,,,,,
Respiratory disorder,,,,,,,,,
Pyoderma,,1.1,,,,,,,
Disorders of orbit,,1.0,,,,,,,
,,1.0,,,,,,,
Loss of appetite,,,,,,,,,
Ear pruritus,,0.9,,,,,,,
Mass,,0.8,,,,,,,
,,0.8,,,,,,,
Heart disease,,,,,,,,,
Tick infection,,0.8,,,,,,,
Alopecia,,0.8,,,,,,,
Pregnancy,,0.7,,,,,,,
Tooth extraction,,0.7,,,,,,,
,,0.7,,,,,,,
Papule,,,,,,,,,
,,0.7,,,,,,,
Allergic dermatitis,,,,,,,,,
,0,,2,,4,,,6,
