0,1,2,3,4,5,6
,Table 6. Sequencing required to reach threshold coverage of viral target genomes.,,,,,
,,DNA libraries (HAdV),,,RNA libraries (EV),
,Copy no.,,Reads required for 50% coverage (x106),Copy no.,,Reads required for 50% coverage (x106)
Sample,per μl sample,Virion-enriched,Shotgun-sequenced,per μl sample,Virion-enriched,Shotgun-sequenced
1,0,NA,NA,0,>29,>45.6
2,2.5,1.3,>143,12.5,>31,>51.2
3,2.5,2.3,>162,12.5,>24,>32.4
4,25,0.2,>166,125,3.0,29.1
5,25,0.2,164,125,0.9,42.1
6,250,<0.1,12.7,"1,250",<0.1,3.6
7,"2,500",<0.1,1.7,"12,500",0.4,5
doi:10.1371/journal.pone.0122636.t006,,,,,,
