0,1,2,3,4
"Table 2  Materials and plants species, areas of collection and parts of the plants included in this study",,,,
No,Scientific name,Common name,Site of collection,Parts used
,Acacia catechu (L.F.),,,
1,,Catechu,South of Iran,Stem bark
,Willd,,,
2,Castanea sativa,Chestnut,Dashte arzhan Iran,Fruit Shell
3,Ephedra sinica stapf,Ephedra,"Fasa, Iran",Whole stem
4,Shilajit,Momia,"Darab, Iran",whole
5,Honey,Honey,"Fasa, Iran",Honey
6,Acer,Maple syrup,"Canadian, Dubai market",Syrup
7,Punica granatum,Pomegranate,Algeria,Fruit saps
8,Phoenix dactylifera L.,Date,"Dubai, product",Fruit saps
9,Azadirachta indica,Neem,Dubai product,Gum
