0,1,2,3,4,5,6,7,8,9,10
,"identiﬁed from the scientiﬁc literature (6 May 2010) and ProMED (12 May 2010), by event",,,,,,,,,
,Scientiﬁc literature,,,,,ProMED reports,,,,
,No. reporting,Mean,Median,Lowest,Highest,No. reporting,Mean,Median,Lowest,Highest
Extreme event*,no. deaths,no. deaths#,no. deaths,no. deaths,no. deaths,no. deaths,no. deaths#,no. deaths,no. deaths,no. deaths
Heavy rainfall,8,10,11,1,253,54,19,19,0,1156
Flooding,14,29,42,1,500,80,19,18,0,70 000
Heavy rainfall and ﬂooding,6,11,15,0,53,23,13,12,1,352
Cyclone,2,64,66,51,81,8,37,18,1,70 000
Drought,1,2,2,2,2,19,15,12,1,274
Extreme water run-oﬀ,—,—,—,—,—,,,,,
Severe storm,1,15,15,15,15,5,49,89,5,167
Extreme water temperature,—,—,—,—,—,—,—,—,—,—
change,,,,,,,,,,
Hurricane,—,—,—,—,—,8,3,4,0,5
ENSO,—,—,—,—,—,15,13,5,1,2231
Seawater inundation,2,64,66,51,81,1,28,28,28,28
Extreme change in water level,—,—,—,—,—,—,—,—,—,—
