0,1,2,3,4,5
,,,CT at,CT at,Difference
Experiment,Concentration of,Concentration of,68 °C,76 °C,between CT at
Code,HA (ng/μL),NA (ng/μL),(NA),(HA),68 °C and 76 °C
A1,1.0*10−07,0,—,22.5,—
A2,5.0*10−07,5.0*10−07,22.8,22.4,0.4 ±  0.3
A3,3.2*10−07,6.4*10−07,25.8,24.7,1.0 ±  0.5
A4,9.0*10−08,9.1*10−07,23.7,20.9,2.8 ±  0.3
A5,5.0*10−08,9.5*10−07,25.7,29.5,4.0 ±  0.4
B1,0,1.0*10−07,27.5,—,—
B2,5.0*10−07,5.0*10−07,23.1,22.9,− 0.1 ±  0.8
B3,6.4*10−07,3.2*10−07,23.4,24.6,− 1.2 ±  0.1
B4,9.1*10−07,9.0*10−08,26.7,30.0,− 3.3 ±  0.3
B5,9.5*10−07,5.0*10−08,23.4,27.0,−3.5 ±  0.1
Table 2.,"Overview of conducted experiments, found threshold cycles (CT) for both melting",,,,
temperatures as well as the difference between both threshold cycles.,,,,,
