0,1,2,3,4,5,6,7,8,9,10,11,12,13
24,30,5,1,,5,,,9,4,8,,,$2492.23
23,6,1,3,,,2,,,,5,,,$123.43
22,16,,,,,,1,8,,7,,,$517.68
21,,,,,,,,,,,,,$0.00
20,,,,,,,,,,,,,$0.00
19,,,,,,,,,,,,,$0.00
18,,,,,,,,,,,,,$38.67
17,,,,,,,,,,,,,$0.00
16,,,,,,,,,,,,,$0.00
15,5,,,,,,,,4,2,,,$1288.30
14,,,,,,,1,,,1,,1,$46.13
13,,,,,,,,,,,,,$19.75
12,,,,,,,,,,1,,1,$24.67
11,4,,,,,,,,,,2,2,$250.50
10,,,,,,,,,,1,,1,$43.60
9,"29
1","3
1",3,5,5,5,,7,,5,,,"$6505.5824,395.92"
8,,,,,,,,,,,,,$8.19
7,,,,,,,,,,,,,$0.00
6,15,,,,,,4,,,,,,$2222.02
5,,,,1,,,1,,1,1,,,$0.18
4,,,,,,,,,,1,,1,$1.27
3,,1,,,,,,,,1,,,$1.57
2,,,,,,,,,,1,,1,$1.61
1,"31
10","1
1",5,,6,4,,"9
5",,,,,$4814.86
