0,1,2,3,4,5,6,7,8
"Table 1: Hospital A staff by job category – SARS attack rates and serologic profiles, Hanoi, 2003.",,,,,,,,
,,,,SARS outbreak at Hospital A,,,Enrollment number of hospital workers (%),
,Staff,Hospital A,SARS,Attack rate†,Deaths,Completed,Serologic,Enrolled work-
,position,employees,cases*,,,survey,specimen,ers with positive
,,,,,,,,serologic result‡
Direct patient care,Physician§,29,8,27.6,4,17 (58.6),19 (65.5),7 (36.8)
,Midwife,10,4,40.0,0,9 (90.0),8 (80.0),4 (50.0)
,Nurse¶ (gen.,19,9,47.4,2,16 (84.2),19 (100),10 (52.6) 2 new
,ward),,,,,,,
,Nurse¶,14,1,7.1,0,8 (57.1),9 (64.3),0
,(Op.Rm./ICU),,,,,,,
,Nurse¶,7,4,57.1,0,7 (100),6 (85.7),4 (66.7)
,(other),,,,,,,
sub-total,,79,26,32.9,6,58 (73.4),61 (77.2),26(42.6)
Other clinical staff,Dental,3,0,0,0,3 (100),1 (33.3),0
,Laboratory,7,0,0,0,6 (85.7),3 (42.9),0
,Pharmacy,2,0,0,0,2 (100),2 (100),0
,Radiology,6,2,33.3,0,5 (83.3),5 (83.3),1 (20.0)
,Physiotherapy,1,1,100.0,0,1 (100),1 (100),1 (100)
sub-total,,19,3,15.8,0,15 (79.0),12 (63.2),2 (16.7)
Sanitation/Kitchen,Housekeeping,16,4,25.0,0,16 (100),11 (68.8),4 (36.4)
,Laundry,7,0,0,0,7 (100),6 (85.7),1 (16.7) 1 new
,Kitchen,5,1,20.0,0,4 (80.0),2 (40.0),1 (50.0)
,Other,2,1,50.0,0,1 (50),1 (50.0),1 (100)
sub-total,,30,6,20.0,0,27 (90.0),20 (66.7),6 (30.0)
Other non-clinical,Administratio,28,0,0,0,22 (78.6),8 (28.6),0
,n,,,,,,,
,Reception,13,1,9.1,0,10 (76.9),6 (46.2),2 (33.3) 1 new
,Security,8,0,0,0,7 (87.5),6 (75.0),0
,Maintenance,3,0,0,0,3 (100),3 (100),0
,Operations,13,0,0,0,11 (84.6),8 (61.5),0
sub-total,,65,1,1.5,0,53 (81.5),31 (47.7),2 (6.5)
Total,Hospital A,193,36,18.7,6,153 (79.3),124 (64.2),36 (29.0)
,staff,,,,,,,
