0,1,2,3,4,5,6,7,8
,Table 3. Comparison with the convenience no-mask group,,,,,,,
,,,,,Laboratory-conﬁrmed,,,
,CRI,,ILI*,,virus**,,Inﬂuenza,
Arms,N (%),OR (95% CI)***,N (%),OR (95% CI)***,N (%),OR (95% CI)***,N (%),OR (95% CI)***
N95 ﬁt-tested,21 ⁄ 461 (4Æ6),0Æ58 (0Æ18–1Æ89),1 ⁄ 461 (0Æ2),0Æ19 (0Æ02–1Æ78),8 ⁄ 461 (1Æ7),0Æ55 (0Æ22–1Æ35),3 ⁄ 461 (0Æ7),0Æ52 (0Æ13–2Æ09)
,,P = 0Æ37,,P = 0Æ14,,P = 0Æ19,,P = 0Æ36
N95,16 ⁄ 488 (3Æ3),0Æ36 (0Æ14–0Æ94),2 ⁄ 488 (0Æ4),0Æ33 (0Æ06–1Æ72),5 ⁄ 488 (1),0Æ33 (0Æ12–0Æ89),0 ⁄ 488 (0),0
non-ﬁt-tested,,P = 0Æ038,,P = 0Æ19,,P = 0Æ03,,–
All N95,37 ⁄ 949 (3Æ9),0Æ46 (0Æ19–1Æ11),3 ⁄ 949 (0Æ3),0Æ26 (0Æ06–1Æ11),13 ⁄ 949 (1Æ4),0Æ43 (0Æ20–0Æ91),3 ⁄ 949 (0Æ3),0Æ25 (0Æ06–1Æ00)
,,P = 0Æ085,,P = 0Æ068,,P = 0Æ02,,P = 0Æ051
Medical mask,33 ⁄ 492 (6Æ7),0Æ74 (0Æ29–1Æ88),3 ⁄ 492 (0Æ6),0Æ49 (0Æ12–2Æ07),13 ⁄ 492 (2Æ6),0Æ84 (0Æ38–1Æ85),5 ⁄ 492 (1),0Æ81 (0Æ25–2Æ68)
,,P = 0Æ52,,P = 0Æ33,,P = 0Æ67,,P = 0Æ73
