0,1,2,3,4
,,,,Economic Burden of TB
Table 2. Patient characteristics.,,,,
Variables,ZJG,TX,χ2,P
,N (%),N (%),,
Sex,,,,
Male,191(69.71),234(74.05),1.37,0.241
Female,83(30.29),82(25.95),,
Age (year),,,,
<60,211(77.01),166(52.53),38.11,<0.001
(cid:1)60,63(22.99),150(47.47),,
Residence,,,,
Local patient,149(54.38),310(98.10),162.41,<0.001
Migrant patient,125(45.62),6(1.90),,
Education,,,,
Illiterate,24(8.76),65(20.57),42.79,<0.001
Primary school,70(25.55),90(28.48),,
Junior middle school,106(38.69),129(40.82),,
Senior high school,44(16.06),27(8.54),,
University or above,30(10.95),5(1.58),,
Treatment history*,,,,
Yes,21(7.95),42(14.29),5.57,0.018
No,243(92.05),252(85.71),,
Hospitalization,,,,
Yes,100(36.50),49(15.51),34.25,<0.001
No,174(63.50),267(84.49),,
Adverse drug reactions,,,,
Yes,74(27.99),123(38.92),9.37,0.002
No,200(72.99),193(61.08),,
Intake of liver protective drugs,,,,
Yes,168(61.31),61(19.30),109.06,<0.001
No,106(38.69),255(80.70),,
