0,1,2,3,4,5
,,,Table 11,,
Seroprevalences of T. gondii infection in goats (1990–2000),,,,,
Country,Year of samplinga,Seroprevalence (%)b,Number of samples tested (n)b,Methodc,Reference
Kids,,,,,
Jordan,1989–90,19,69,LAT,[491]
Slaughter goats,,,,,
Bangladesh,1994–95,13,528,LAT,[518]
Djibouti,< 1994,6,554,IHAT,[398]
,< 1996,21,176,IHAT,[510]
Egypt,< 1990,29,14,IHAT,[399]
Indonesia,< 1998,40,38,IHAT,[476]
Iran,1984–88,13,130,LAT,[405]
Pakistan,1993,0,58,LAT,[413]
Saudi Arabia,< 1997,28,100,IHAT,[477]
Zimbabwe,< 1992,5,156,ELISA,[457]
Farmed goats,,,,,
Austria,< 1996,69,687,IFAT,[114]
Bangladesh,< 1993,54,33,LAT,[481]
,< 1993,12,306,LAT,[391]
Botswana,1994–96,10,345,IHAT,[519]
Brazil,1993,16,202,IFAT,[520]
,< 1994,31,153,IFAT,[521]
Croatia,1992,4–14**,179*,MAT,[522]
Czech Republic,1981–90,61,54,SFDT,[486]
,1981–90,21,54,CFT,[486]
Djibouti,< 1996,31,35,IHAT,[510]
Ethiopia,< 1996,20,133,IHAT,[510]
Germany,1993–95,42,69,ELISA,[434]
,< 1997,19,829,IFAT,[487]
Greece (Crete),< 1995,14,2320,ELISA,[488]
Jordan,< 1993,17,305,LAT,[492]
