0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 9 of 17
http://www.virologyj.com/content/11/1/4,,,
Gongzhen Liu,Diogo Magnani,David Matthews,
China,USA,UK,
Helene Minyi Liu,Kathy Magor,Jelle Matthijnssens,
Taiwan,Canada,Belgium,
Hongqi Liu,Ravi Mahalingam,Leena Maunula,
China,USA,Finland,
Qinfang Liu,Kristiina Mäkinen,Damien Maura,
USA,Finland,USA,
Shuwen Liu,Shinji Makino,Wendy Maury,
China,USA,USA,
Wei Liu,Rajinder Mann,Jens Mayer,
China,USA,Germany,
Xiao-qing Liu,Fabricio Marchini,Julie McAuley,
China,Brazil,Australia,
Yuanyuan Liu,Philip Marcus,John McCauley,
USA,USA,UK,
Zheng-Fei Liu,Francois Maree,Myra McClure,
China,South Africa,UK,
Francisco Lobo,Vazeille Marie,Christopher McCormick,
Brazil,France,UK,
Thomas London,Joao Marques,Jonathan McCullers,
USA,Brazil,USA,
Xavier Lopez,Anthony Marriott,Duncan McVey,
Spain,UK,USA,
Marcelo Lopez-Lastra,Glenn Marsh,Michael McVoy,
Chile,Australia,USA,
Ben Lopman,Emily Martin,José A. Melero,
UK,USA,Spain,
Carl Lowenberger,Isidoro Martinez,Eyal Meltzer,
Canada,Spain,Israel,
Zhengchun Lu,Miguel Angel Martinez,Baozhong Meng,
USA,Spain,Canada,
Fabio Luciani,Encarna Martinez Salas,Shanshan Meng,
Australia,Spain,China,
Min-Hua Luo,Luis Martinez-Sobrido,Songdong Meng,
China,USA,China,
Guanggang Ma,Rodrigo Martino,Xiang-Jin Meng,
China,Spain,USA,
Nabg Ma,Masaji Mase,Laura Menotti,
Canada,Japan,Italy,
Darin Madson,William Mason,Michael Metzger,
USA,USA,USA,
Ken Maeda,Yumiko Matsuoka,Francois Meurens,
Japan,USA,Canada,
