0,1,2,3
Table 2.,,,
,Relative Comparison of the Anti-HSV1 Activity of Licorice root Extracts in Different Incubation Time Courses a,,
Virus Control/Different,Different Time Courses,Mean Difference,P value b
Time Courses,,,
Virus Control,,,
,1 h,1.127 ± 0.052,< 0.001
Virus Control,,,
,4 h,-0.053 ± 0.052,0.836
Virus Control,,,
,8 h,-0.057 ± 0.052,0.805
Virus Control,,,
,12 h,1.147 ± 0.052,< 0.001
1 h,,,
,4 h,-1.180 ± 0.052,< 0.001
1 h,,,
,8 h,-1.183 ± 0.052,< 0.001
1 h,,,
,12 h,0.020 ± 0.052,0.994
4 h,,,
,8 h,-0.003 ± 0.052,> 0.999
4 h,,,
,12 h,1.200 ± 0.052,< 0.001
8 h,,,
,12 h,1.203 ± 0.052,< 0.001
a Data are presented as mean ± standard deviation.,,,
