0,1,2,3,4,5,6
TA B L E   1  (Continued),,,,,,
,Overall,Age <6 mo,Age 6 mo‐<5 y,Age 5 to <10 y,Age ≥10 y,
Characteristic,(n = 1272; %),(n = 167; %),(n = 687; %),(n = 270; %),(n = 148; %),P value
Complication,325 (25.6),10 (6.0),210 (30.6),66 (24.4),39 (26.4),<.001
Neurologic,151 (11.9),1 (0.6),106 (15.4),30 (11.1),14 (9.5),
Pulmonary,122 (9.6),7 ( 4.2),87 (12.7),18 (6.7),10 (6.8),
Other,52 (4.1),2 ( 1.2),17 (2.5),18 (6.7),15 (10.1),
Nil/unrelated,947 (74.4),157(94.0),477 (69.4),204 (75.6),109 (73.6),
C‐reactive protein (mg/L) ±SD,17.86 ± 34.81,4.14 ± 8.26,25.97 ± 44.72,23.71 ± 40.26,18.78 ± 24.03,<.001
Oseltamivir use,25 (2.0),3 (1.8),11 (1.6),5 ( 1.9),6 (4.1),.391
Any antibiotic use,361 (28.4),97 (58.1),159 (2.3),63 (23.3),42 (28.4),<.001
Length of stay (d) ±SD,7.15 ± 59.6,3.29 ± 3.88,8.55 ± 77.12,4.19 ± 14.63,10.53 ± 50.33,.52
