0,1,2,3,4,5,6
"Table 7 Cytotoxic features of QdNOs and their main metabolites in PK-15, Marc-145 and DF-1 cells",,,,,,
,,,,,"(Unit: μg/mL, mean ± SD, n = 4)",
Drugs,PK-15,,Marc-145,,DF-1,
,TC50,MNTC,TC50,MNTC,TC50,MNTC
CYA,15.31 ± 1.23,1.2,16.92 ± 1.28,1.56,17.26 ± 1.27,1.0
Cy1,23.40 ± 2.14,2.0,37.83 ± 1.67,3.9,32.97 ± 2.35,2.0
Cy2,51.73 ± 2.96,2.0,96.55 ± 3.12,2.0,35.48 ± 2.87,1.0
Cy10,25.27 ± 1.55,2.0,33.62 ± 1.85,2.0,49.2 ± 1.93,2.0
QCT,2.38 ± 0.27,0.2,8.90 ± 1.05,0.39,9.89 ± 1.08,0.25
Q2,0.81 ± 0.12,0.1,3.76 ± 0.59,0.2,1.86 ± 0.24,0.06
MEQ,17.86 ± 1.28,0.5,41.28 ± 1.28,1.0,40.01 ± 1.27,2.0
M1,72.90 ± 2.66,2.0,70.77 ± 1.57,1.0,54.8 ± 1.93,1.0
M4,40.81 ± 1.27,3.9,128.62 ± 2.67,3.9,37.75 ± 2.68,1.0
M5,40.41 ± 3.21,2.0,89.66 ± 2.14,2.0,38.2 ± 2.09,2.0
M6,78.82 ± 3.57,2.0,89.82 ± 1.57,2.0,41.26 ± 1.27,2.0
Ribavirin,44.80 ± 1.58,2.0,75.49 ± 2.54,8.6,67.42 ± 2.58,4.0
