0,1,2,3,4,5,6,7,8,9,10,11
experimental and estimated activity values (Table 3).,,,,,,,,,,,
,"Table 3. Test set compounds listed with their experimental, estimated activities and error values.",,,,,,,,,,
,,IC50 nM,,Activity scale d,,,,IC50 nM,,,Activity scale
Name,,,Error c,,,Name,,,Error,,
,Exp. a,Est. b,,Exp.,Est.,,Exp.,Est.,,Exp.,Est.
21,0.5,0.48,−1.0,++++,++++,70,500,491.7,−1.0,++,++
22,1,1.00,−1.0,++++,++++,71,550,592.4,1.0,++,++
23,2,65.84,32.9,++++,+++,72,580,579.668,−1.0,++,++
24,3.1,3.16,1.0,++++,++++,73,600,601.005,1.0,++,++
25,5,12.84,2.5,++++,++++,74,609,609.043,1.0,++,++
26,5.6,16.38,2.9,++++,++++,75,700,1545.30,2.2,++,++
27,6,6.38,1.0,++++,++++,76,700,697.894,−1.0,++,++
28,13,15.57,1.1,++++,++++,77,710,709.97,−1.0,++,++
29,19,19.30,1.0,++++,++++,78,780,779.896,−1.0,++,++
30,20,524.55,26.2,+++,++,79,800,798.863,−1.0,++,++
31,24,23.99,−1.0,+++,+++,80,860,860.59,1.0,++,++
32,26,26.03,1.0,+++,+++,81,890,889.222,−1.0,++,++
33,27,27.18,1.0,+++,+++,82,890,889.127,−1.0,++,++
34,30,526.07,17.5,+++,++,83,1100,1103.48,1.0,++,++
35,32,42.12,1.3,+++,+++,84,1200,1209.95,1.0,++,++
36,37,37.00,−1.0,+++,+++,85,1200,1193.16,−1.0,++,++
37,37,35.56,−1.0,+++,+++,86,1400,1399.23,−1.0,++,++
38,40,10.60,−3.7,+++,+++,87,1400,552.461,−2.5,++,++
39,50,50.85,1.0,+++,+++,88,1650,1645.71,−1.0,++,++
40,50,50.17,1.0,+++,+++,89,1650,551.849,−2.9,++,++
41,58,56.72,−1.0,+++,+++,90,1700,524.94,−3.2,++,++
42,70,71.11,1.0,+++,+++,91,1800,1821.04,1.0,++,++
