0,1,2,3,4,5,6
,Table 1. Major characteristics of DGE libraries and tag mapping to the UniGene transcript database.,,,,,
,C,,N96,,N168,
,Distinct Tag,Total Tag,Distinct Tag,Total Tag,Distinct Tag,Total Tag
Raw Data,789417,7767249,377998,6257249,380240,6659396
Low Quality Tag,23718,26271,4775,7247,4443,6698
Adaptor Tag,1,83,1,22,1,30
Tag CopyNum = 1,516291,516291,231292,231292,228364,228364
Clean Tag,249407,7224604,141930,6018688,147432,6424304
CopyNum .1,249407,7224604,141930,6018688,147432,6424304
CopyNum .5,80567,6765151,54053,5776605,56305,6172785
CopyNum .10,50762,6540885,36201,5641671,37717,6032477
CopyNum .20,32580,6276679,24523,5471275,25596,5855124
CopyNum .50,17820,5804733,14472,5146248,14849,5508658
CopyNum .100,10562,5288358,8989,4755293,9125,5099881
Tag Mapping,,,,,,
All Mapping,118980,5228761,70709,4533457,75250,4921979
Unambiguous Mapping,98305,3961692,58288,3331762,62087,3562350
Unknown Tag,130427,1995843,71221,1485231,72182,1502325
