0,1,2,3
Table  1.  Demographic  characteristics  of  the  Rhesus  macaques  included  in  HCoV-NL63,,,
antibody analysis.,,,
Rhesus Macaque ID,Sampling date,Date of birth,Genetic origin
1,17-4-2008,26-3-1983,India
2,24-4-2008,11-12-2000,India
3,29-9-2008,4-5-1982,India
4,29-9-2008,6-7-1983,India
5,29-9-2008,16-10-1983,India
6,6-10-2008,1-1-1996,Burma
7,6-10-2008,9-8-1996,Burma
8,6-10-2008,12-4-1989,Burma
9,20-10-2008,6-4-2001,India
10,27-10-2008,7-5-1995,Burma
11,15-8-2007,7-1-1995,China
12,15-8-2007,14-4-1995,China
13,17-4-2007,20-9-1994,China
14,17-4-2007,16-6-1994,China
15,3-4-2008,6-8-1980,India
16,10-4-2008,24-4-2000,India
17,10-4-2008,1-5-2000,India
18,10-4-2008,20-5-1995,Burma
19,14-4-2008,3-12-1988,Burma
20,14-4-2008,31-12-1988,Burma
21,27-10-2008,12-1-1997,Burma
22,27-10-2008,26-1-1997,Burma
23,12-1-2009,4-1-1996,India
24,12-1-2009,11-3-1996,India
25,5-1-2009,11-3-2000,India
26,29-12-2008,9-4-2001,India
27,29-12-2008,13-3-2000,India
28,13-1-2009,26-9-1995,Burma
29,24-8-2000,5-2-1995,China
30,30-1-2003,24-4-1995,China
31,8-5-2006,27-12-1994,China
32,4-2-2002,23-3-1995,China
