0,1,2,3,4,5,6
Characteristic,No. of Observations,Near-patient Zone,Far-patient Zone,Total,Self-contacts,Patient Contacts
Hospital unit,,,,,,
ICU,35,2 (0; 4; 16),4 (0; 6;16),6 (0; 8.5; 24),1 (0; 4; 11),2 (0; 4; 9)
CDU,51,3 (0; 4; 20),5 (0; 11; 21),10 (0; 14; 38),1 (0; 4.5 18),3 (0; 4; 11)
Non-ICU,48,2 (0; 4; 24),4 (0; 7; 22),8.0 (0; 10; 34),1 (0; 3.3; 13),2 (0; 3; 10)
Specialty,30,3 (0; 7; 32),6 (0; 9.8; 25),8.5 (0; 15.8; 34),1 (0; 5.8; 11),2 (0; 6.8; 12)
Test for differences between units,,P = .24,P = .20,P < .05,P = .86,P = .44
HCW job role,,,,,,
Provider,41,2 (0; 4; 9),2 (0; 2; 10),3 (0; 6; 19),4 (0; 6; 18),2 (0; 3; 8)
Nurse,69,3 (0; 5; 24),5 (0; 9; 25),9 (0; 15; 34),1 (0; 2; 11),2 (0; 4; 12)
Nurse technician,37,2 (0; 4; 32),7 (0; 10; 21),10 (0; 14; 34),1 (0; 2; 10),3 (0; 4; 7)
Respiratory therapist,9,1 (0; 3; 11),5 (2; 8; 16),6 (3; 15; 19),5 (0; 8; 13),2 (1; 3; 7)
Others,8,0 (0; 6.3; 20),8 (0; 12; 18),8 (0; 15.3; 38),1 (0; 8; 12),0 (0; 3.3; 9)
Test for differences between groups,,P = .17,P < .05,P < .05,P < .05,P = .23
Isolation type,,,,,,
Contact,4,5 (3; 9.8; 24),8 (2; 9.3; 10),13 (5; 19; 34),2 (1; 2.3; 3),4 (1; 6; 6)
Droplet,61,2 (0; 5; 16),5 (0; 8; 25),7 (0; 12; 34),1 (0; 3; 12),2 (0; 4; 11)
Contact and droplet,99,3 (0; 4; 32),4 (0; 9; 22),7 (0; 12; 38),2 (0; 5; 18),2 (0; 4; 12)
Test for differences between groups,,P = .11,P = .44,P = .32,P = .18,P = .77
