0,1,2,3,4,5,6,7,8,9
The Scientific World Journal,,,,,,,,,3
,,Table 1: Quantitative results of 12 compounds in LQC extracted by different methods.,,,,,,,
,,,,,Methods,,,,
,30%a,60%,90%,60%,60%,60%,60%,60%,60%
Content (𝜇g/g),,,,,,,,,
,30 minb,30 min,30 min,30 min,30 min,30 min,15 min,30 min,45 min
,1 : 100c,1 : 100,1 : 100,1 : 50,1 : 100,1 : 200,1 : 100,1 : 100,1 : 100
Salidroside,1726.28,1701.25,1622.02,1522.31,1701.25,1656.32,1711.54,1701.25,1688.54
Chlorogenic acid,2444.97,2492.15,2216.89,2285.43,2492.15,2289.27,2492.62,2492.15,2552.17
Forsythoside E,1583.93,1620.78,451.91,1462.09,1620.78,1402.53,1627.01,1620.78,1579.63
Cryptochlorogenic acid,1862.98,1851.64,667.50,1703.05,1851.64,1771.79,1837.89,1851.64,1857.95
Amygdalin,1424.11,1455.39,1442.56,1268.93,1455.39,1298.11,1395.97,1455.39,1431.38
Sweroside,816.19,813.18,789.32,747.06,813.18,772.67,812.51,813.18,808.24
Hyperin,135.10,151.73,167.26,140.84,151.73,140.80,152.72,151.73,157.67
Rutin,122.00,121.17,115.22,106.11,121.17,116.67,117.09,121.17,116.62
Forsythoside A,2484.60,2536.34,2661.79,2285.76,2536.34,2396.35,2543.87,2536.34,2521.10
Phillyrin,1660.26,1521.45,1551.59,1410.19,1521.45,1390.12,1523.01,1521.45,1551.52
Rhein,803.13,1102.06,1370.11,937.63,1102.06,932.05,956.38,1102.06,1054.77
Glycyrrhizic acid,1530.49,1680.43,1594.37,1437.40,1680.43,1619.99,1674.81,1680.43,1665.42
"aExtracting solvent: 30%, 60%, and 90% methanol-water solution.",,,,,,,,,
