0,1,2,3,4,5,6,7,8
P = 0Æ019). The median value for CRP was also statistically,,infection,group,than,the H1N1,inﬂuenza,group,(25Æ0%
,,,,,Table 2. Comparison of characteristics and,,,
,,,,,parameters between the 2009 H1N1,,,
,2009 H1N1,Mixed infection,,,,,,
,,,,,pneumonia and mixed bacterial and 2009,,,
,(n = 44),(n = 16),P-value,,,,,
,,,,,H1N1 inﬂuenza infection,,,
"Age (years)
(mean ± SD)",47Æ2 ± 20Æ0,55Æ5 ± 14Æ5,0Æ070,,,,,
"Male, n (%)",24 (54Æ5),9 (56Æ3),0Æ907,,,,,
"Underlying disease, n (%)",22 (64Æ7),48 (77Æ4),0Æ180,,,,,
Hypertension,9 (20Æ5),3 (18Æ8),0Æ884,,,,,
Diabetes,13 (29Æ5),8 (50Æ0),0Æ142,,,,,
Chronic lung disease,20 (45Æ5),10 (62Æ5),0Æ243,,,,,
Malignancy,16 (36Æ4),9 (56Æ3),0Æ167,,,,,
"Clinical presentations, n (%)",,,,,,,,
Sore throat,13 (29Æ5),7 (43Æ8),0Æ302,,,,,
Rhinorrhea,24 (54Æ5),9 (56Æ3),0Æ907,,,,,
Headache,20 (45Æ5),7 (43Æ8),0Æ907,,,,,
Cough,34 (77Æ3),7 (43Æ8),0Æ014*,,,,,
Myalgia,17 (38Æ6),9 (56Æ3),0Æ223,,,,,
Nausea ⁄ vomiting,17 (38Æ6),7 (43Æ8),0Æ721,,,,,
Diarrhea,14 (31Æ8),9 (56Æ3),0Æ085,,,,,
Vital signs (mean ± SD),,,,,,,,
SBP (mmHg),121Æ4 ± 18Æ1,120Æ5 ± 23Æ2,0Æ785,,,,,
DBP (mmHg),71Æ8 ± 14Æ8,71Æ6 ± 14Æ5,0Æ621,,,,,
RR ( ⁄ min),23Æ8 ± 6Æ2,22Æ8 ± 7Æ2,0Æ776,,,,,
PR ( ⁄ min),114Æ2 ± 24Æ0,105Æ8 ± 22Æ5,0Æ092,,,,,
BT ((cid:2)C),38Æ0 ± 1Æ0,38Æ2 ± 1Æ1,0Æ321,,,,,
SpO2 (%),90Æ7 ± 13Æ8,91Æ3 ± 9Æ1,0Æ935,,,,,
"Initial
laboratory ﬁndings (Median,",range),,,,,,,
WBC (·103 ⁄ mm3),8Æ9 (0Æ8–22Æ0),8Æ6 (0Æ9–19Æ2),0Æ616,,,,,
ANC (cells ⁄ mm3),6160 (0–18410),6295 (558–17310),0Æ786,,,,,
Lymphocyte (%),13Æ5 (1Æ2–97Æ6),10Æ9 (2Æ2–46Æ8),0Æ927,,,,,
"Platelet
(·103 ⁄ mm3)",184Æ0 (11–402),162Æ0 (8–285),0Æ256,,,,,
Procalcitonin (ng ⁄ ml),0Æ15 (0Æ05–44Æ4),3Æ45 (0Æ05–65Æ1),0Æ019*,,,,,
C-reactive protein (mg ⁄ dl),4Æ6 (0Æ13–43Æ0),14Æ8 (1Æ21–34Æ6),0Æ022*,,,,,
PaO2 (mmHg),69Æ5 (56Æ8–80Æ0),63Æ5 (51Æ5–85Æ0),0Æ703,,,,,
pH,7Æ5 (7Æ4–7Æ5),7Æ4 (7Æ4–7Æ5),0Æ304,,,,,
Radiologic ﬁndings,,,,,,,,
"Bilateral
inﬁltration, n (%)",18 (40Æ9),9 (56Æ3),0Æ132,,,,,
"Pleural effusion, n (%)",9 (20Æ5),2 (12Æ5),0Æ382,,,,,
"PSI
(Median,
range)",59Æ0 (8–155),59Æ0 (13–192),0Æ423,,,,,
"Death following admission, n (%)",6 (13Æ6),4 (25Æ0),0Æ296,,,,,
