0,1,2,3,4,5,6,7,8,9
,"Table 2.  The ICU Admission and Fatality in Association to Patient’s Characteristic and Respiratory Viruses, Yemen, 2011-2016.",,,,,,,,
,SARI,,,,,,,,
,N = 1811,,,ICU admission (N = 731),,,,Fatality (N = 145),
,No.,No.,%,OR (95% CI),P-value,No.,%,OR (95% CI),P-value
Characteristics,,,,,,,,,
Age,,,,,,,,,
<15,1413,572,40,1.0 (0.8-1.2),.64,126,9,1.9 (1.2-3.2),.007
≥15,398,159,40,1.0,,16,5,1.0,
Gender,,,,,,,,,
Male,895,360,40,0.9 (0.8-1.1),.94,76,9,1.1 (0.8-1.6),.45
Female,916,371,40,1.0,,69,8,1.0,
Site,,,,,,,,,
Aden,1084,444,41,1.1 (0.9-1.3),.52,110,10,2.2 (1.5-3.3),<.001
Sana’a,727,287,40,1.0,,35,5,1.0,
Chronic,,,,,,,,,
Yes,411,187,43,1.2 (0.9-1.4),.16,53,13,2.1 (1.5-3.0),<.001
No,1400,553,40,1.0,,92,7,1.0,
Influenza viruses,,,,,,,,,
Type A,,,,,,,,,
+ve,67,10,14,0.2 (0.1-0.5),<.001,3,5,0.5 (0.2-1.7),.27
–ve,1744,721,41,1,,142,8,1,
Type B,,,,,,,,,
+ve,22,2,9,0.1 (0.03-0.6),.002,5,23,3.5 (1.2-9.5),.01
–ve,1789,729,41,1,,140,8,1,
Noninfluenza viruses,,,,,,,,,
RSV,,,,,,,,,
+ve,279,112,40,0.9 (0.7-1.3),.93,25,9,1.2 (0.7-1.8),.25
–ve,1532,619,44,1,,120,8,1,
AdV,,,,,,,,,
+ve,109,44,40,1.0 (0.6-1.4),1.0,10,9,1.2 (0.6-2.3),.64
–ve,1702,687,40,,,135,8,1,
hMPV,,,,,,,,,
+ve,12,4,33,0.7 (0.2-2.4),.62,1,8,1.0 (0.1-7.1),.96
–ve,1799,727,40,1,,144,8,1,
hPIV1-3,,,,,,,,,
+ve,137,58,42,1.0 (0.8-1.5),.62,5,4,0.4 (0.1-1.0),.71
–ve,1674,673,40,1,,140,8,1,
Mixed (Ad and hPIV),,,,,,,,,
+ve,118,35,30,0.6 (0.4-0.9),.02,11,9,1.2 (0.6-2.3),.586
–ve,1693,696,41,1,,134,8,1,
