0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,viruses in association.,,,,,,,,,,,,,
Year,,2002,,2003,,2004,,2005,,2006,,2007,,Total
No. exams,,716,,788,,622,,384,,746,,333,,3589
No. negative,407,56.8,399,50.6,412,66.2,288,75.0,489,65.5,220,66.1,2215,61.7
No. positive,309,43.2,389,49.4,210,33.8,96,25.0,257,"34,5",113,33.9,1374,38.3
Adenovirus,3,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,4,0.1
Calicivirus,3,0.4,2,0.3,6,1.0,0,0.0,5,0.7,3,0.9,19,0.5
Coronavirus,152,21.2,224,28.4,71,11.4,38,9.9,152,20.4,33,9.9,670,18.7
Circovirus,54,7.5,107,13.6,0,0.0,0,0.0,2,0.3,3,0.9,166,4.6
Enterovirus,16,2.2,2,0.3,0,0.0,0,0.0,15,2.0,19,5.7,52,1.4
Parvovirus,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1
Rotavirus,59,8.2,99,12.6,123,19.8,40,10.4,56,7.5,55,16.5,432,12.0
Torovirus,4,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.1
Not classified,155,21.6,245,31.1,43,6.9,31,8.1,32,4.3,12,3.6,518,14.4
