0,1,2,3,4,5,6,7,8,9,10,11,12
,"Table 3 Comparison of RVP, RespiFinder-19, RespiFinder-SMART-22 and monoplex real-time PCR with regard to the",,,,,,,,,,,
,analytical sensitivity in a sample inoculated with 4 viruses,,,,,,,,,,,
,,RVP,,,RespiFinder-19,,,RespiFinder-SMART-22,,,Monoplex real-time PCR (CT),
,und.,1:10,1:100,und.,1:10,1:100,und.,1:10,1:100,und.,1:10,1:100
Panel 1,,55 μl elution,,,55 μl elution,,,55 μl elution,,,55 μl elution,
(INF-A H1/,,,,,,,,,,,,
,+ / + /,+ / + /,+ / - /,- / + /,- / - /,- / - /,- / + /,- / - /,- / - /,21.8/22.3/,25.8/26.9/,29.6/28.3/
RSV-A/,,,,,,,,,,,,
,+ / +,+ / -,+ / -,+ / +,+ / -,- / -,+ / +,+ / -,+ / -,20.4/28.7,26.8/30.5,30.8/31.7
HRV/,,,,,,,,,,,,
AdV),,100 μl elution,,,100 μl elution,,,100 μl elution,,,,
,+ / + /,+ / + /,+ / - /,+ / - /,+ / - /,- / - /,- / - /,- / - /,- / - /,,,
,+ / +,+ / -,+ / -,+ / +,+ / -,- / -,+ / +,+ / +,+ / +,,,
Panel 2*,,55 μl elution,,,55 μl elution,,,55 μl elution,,,55 μl elution,
(INF-A H1/,,,,,,,,,,,,
,+ / + /,+ / + /,+ / + /,- / - /,- / - /,- / - /,- / - /,- / - /,- / - /,24.3/24.3/,28.7/28.7/,31.1/31.1/
INF-A H3/,,,,,,,,,,,,
,+ / +,+ / -,- / -,+ / +,+ / +,+ / +,+ / +,+ / +,+ / +,22.8/20.4,25.5/26.4,28.7/30.4
RSV-A/,,,,,,,,,,,,
PIV-2),,100 μl elution,,,100 μl elution,,,100 μl elution,,,,
,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,,,
,+ / +,+ / -,- / -,- / +,- / +,- / -,+ / +,+ / +,- / +,,,
Panel 3*,,55 μl elution,,,55 μl elution,,,55 μl elution,,,55 μl elution,
(CoV OC43/,,,,,,,,,,,,
,+ / - /,+ / - /,- / - /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,25.0/22.3/,28.7/25.3/,32.0/26.5/
CoV 229E/,,,,,,,,,,,,
,+ / +,+ / +,- / +,+ / +,+ / +,+ / -,+ / +,+ / +,+ / +,29.7/22.4,31.8/25.4,32.6/28.5
AdV/,,,,,,,,,,,,
HRV),,100 μl elution,,,100 μl elution,,,100 μl elution,,,,
,+ / - /,+ / - /,- / - /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,+ / + /,,,
,+ / +,+ / +,- / +,+ / +,+ / +,+ / -,+ / +,+ / +,+ / +,,,
,*Concentration of viruses are concordant to Table 1.,,,,,,,,,,,
