0,1,2,3,4,5
,N = 21,N = 12,,,
,"Median, N","Median, N",All,Children,Adults
"Upper
respiratory symptoms",,,,,
Sneezing,1(cid:1)00 (21),0(cid:1)0 (12),0(cid:1)72,0(cid:1)35,0(cid:1)25
Sore throat,0(cid:1)00 (10),3(cid:1)0 (9),0(cid:1)003,0(cid:1)07,0(cid:1)79
Earache,0(cid:1)0 (10),0(cid:1)0 (9),0(cid:1)39,0(cid:1)13,0(cid:1)25
Rhinorrhea,2(cid:1)00 (21),1(cid:1)0 (12),0(cid:1)77,0(cid:1)98,1(cid:1)00
Cough,1(cid:1)00 (21),1(cid:1)0 (12),0(cid:1)55,0(cid:1)70,0(cid:1)80
Hoarseness,0(cid:1)00 (21),1(cid:1)0 (12),0(cid:1)03,0(cid:1)10,0(cid:1)46
"Lower
respiratory symptoms",,,,,
Shortness of breath,0(cid:1)00 (19),0(cid:1)0 (12),0(cid:1)30,0(cid:1)10,0(cid:1)77
Chest pain,0(cid:1)0 (10),0(cid:1)0 (9),0(cid:1)04,1(cid:1)00,0(cid:1)60
Gastroenteritis symptoms,,,,,
Decreased appetite,2(cid:1)00 (21),1(cid:1)0 (12),0(cid:1)73,0(cid:1)85,0(cid:1)62
Vomiting,0(cid:1)00 (21),0(cid:1)0 (12),0(cid:1)91,0(cid:1)86,1(cid:1)00
Diarrhea,0(cid:1)00 (21),0(cid:1)0 (12),0(cid:1)59,0(cid:1)46,0(cid:1)76
Abdominal pain,0(cid:1)00 (11),0(cid:1)0 (9),0(cid:1)57,0(cid:1)53,0(cid:1)58
Systemic symptoms,,,,,
Headache,0(cid:1)00 (10),1(cid:1)0 (9),0(cid:1)009,0(cid:1)14,0(cid:1)58
Red eyes,0(cid:1)00 (21),0(cid:1)0 (12),0(cid:1)41,0(cid:1)96,0(cid:1)58
Chills,0(cid:1)00 (20),1(cid:1)0 (12),0(cid:1)09,0(cid:1)79,0(cid:1)46
Nausea,0(cid:1)00 (10),0(cid:1)0 (9),0(cid:1)92,0(cid:1)51,0(cid:1)60
Joint pain,0(cid:1)00 (7),1(cid:1)0 (9),0(cid:1)02,0(cid:1)27,NA
Muscle aches,0 (10),1(cid:1)5 (9),0(cid:1)008,0(cid:1)13,0(cid:1)31
Fatigue,2(cid:1)00 (21),2(cid:1)0 (12),0(cid:1)13,0(cid:1)53,1(cid:1)00
Dizziness,0(cid:1)00 (10),0(cid:1)50 (9),0(cid:1)44,0(cid:1)81,0(cid:1)80
"Composite severity score (ARIC original), Med (IQR)",,,,,
Respiratory symptom score,1(cid:1)0 (1(cid:1)5–1(cid:1)0),1(cid:1)3 (0(cid:1)85–1(cid:1)6),0(cid:1)12,0(cid:1)76,0(cid:1)61
Systemic symptom score,1(cid:1)0 (0(cid:1)2–1(cid:1)0),1(cid:1)2 (0(cid:1)9–2(cid:1)2),0(cid:1)03,0(cid:1)44,0(cid:1)30
"Modiﬁed Hayden severity score, Med (IQR)*",,,,,
"Upper
respiratory",2 (0–5),4 (3–4),0(cid:1)40,0(cid:1)37,0(cid:1)26
"Lower
respiratory",1 (1–2),3 (1–4),0(cid:1)40,1(cid:1)00,0(cid:1)61
Systemic,4 (0–11),6 (6–10),0(cid:1)64,0(cid:1)77,0(cid:1)29
Total,7 (2–17),14 (11–17),0(cid:1)31,0(cid:1)39,0(cid:1)80
